Symbols	EntrezID	EnsemblID	Ensembl_version_id	nCov1	nCov2	Ctrl1	Ctrl2	Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Symbol	Tag
DR1	1810	ENSG00000117505	ENSG00000117505.13	61	112	7249	7815	6760	362,459624030686	-0,6880193556	0,327326662820179	-2,10193495901668	0,0355589736750941	0,0751742370013938	ENSG00000117505.13	DR1	NC
FMO6P	388714	ENSG00000117507	ENSG00000117507.6	16	18	6	8	0	27,6578078343181	7,41421449571793	1,2409213743195	5,97476572581702	2,30421067576416e-09	2,20649982661817e-08	ENSG00000117507.6	FMO6P	Up
CNN3	1266	ENSG00000117519	ENSG00000117519.16	122	58	48	47	21	182,627628135699	7,01436818287435	0,436714320171763	16,0616857723272	4,73505341892688e-58	8,77536020690432e-56	ENSG00000117519.16	CNN3	Up
PRRC2C	23215	ENSG00000117523	ENSG00000117523.16	1241	712	20355	20679	17760	2370,0329123339	1,36067213341194	0,216315483787676	6,2902206979668	3,17014944894818e-10	3,39232816592773e-09	ENSG00000117523.16	PRRC2C	Up
F3	2152	ENSG00000117525	ENSG00000117525.14	88	78	218	102	704	178,5248475767	3,69627043686815	0,699731980135764	5,28240889626195	1,27496241368375e-07	9,63414480470059e-07	ENSG00000117525.14	F3	Up
ABCD3	5825	ENSG00000117528	ENSG00000117528.14	38	62	3135	3269	2766	177,47374424073	-0,216722435446023	0,25926875037078	-0,835898792801246	0,403211841618875	0,559066087592531	ENSG00000117528.14	ABCD3	NC
VAMP4	8674	ENSG00000117533	ENSG00000117533.15	32	36	4332	4474	4333	185,063108344227	-1,27936049610178	0,203809343292005	-6,27724163886245	3,44632265046108e-10	3,65330593390594e-09	ENSG00000117533.15	VAMP4	Down
DPH5	51611	ENSG00000117543	ENSG00000117543.21	8	16	840	761	876	53,4737569337401	-0,103971994416441	0,704766299765067	-0,147526909914819	0,882716141064596	0,934453742287155	ENSG00000117543.21	DPH5	NC
PTBP2	58155	ENSG00000117569	ENSG00000117569.18	44	6	676	574	449	57,8480949246285	1,08256538572052	0,71892213085766	1,50581730517747	0,132114079655442	0,223373062086723	ENSG00000117569.18	PTBP2	NC
PRDX6	9588	ENSG00000117592	ENSG00000117592.9	211	240	9069	9217	8280	696,331779692033	0,471791607434474	0,160142362881584	2,94607622208832	0,00321833082580546	0,00973925620680824	ENSG00000117592.9	PRDX6	NC
DARS2	55157	ENSG00000117593	ENSG00000117593.12	46	16	2832	3019	2568	135,762488977321	-0,785504253316632	0,350149412218237	-2,24334020251633	0,0248748847645879	0,0564450361694227	ENSG00000117593.12	DARS2	NC
HSD11B1	3290	ENSG00000117594	ENSG00000117594.10	32	2	537	525	407	47,0125995815513	0,911518220116585	0,99880908014306	0,91260505960361	0,361450292338512	0,512394222531706	ENSG00000117594.10	HSD11B1	NC
IRF6	3664	ENSG00000117595	ENSG00000117595.12	9	16	291	261	459	32,8784502328117	0,9432922670949	0,511992544700708	1,84239453651872	0,065417460386782	0,124653834727445	ENSG00000117595.12	IRF6	NC
UTP25	27042	ENSG00000117597	ENSG00000117597.18	48	32	2293	2150	1719	137,874340324832	0,074439910216116	0,220715580017908	0,337266223843719	0,735916219069541	0,844353147995243	ENSG00000117597.18	UTP25	NC
RCAN3	11123	ENSG00000117602	ENSG00000117602.12	32	76	2464	2700	1991	176,192785902149	0,338413402919855	0,418730918696158	0,808188236907856	0,418982228329845	0,576458750224004	ENSG00000117602.12	RCAN3	NC
SYF2	25949	ENSG00000117614	ENSG00000117614.10	149	66	3841	4377	4029	320,808204374104	0,481782561327792	0,332988505656063	1,44684441998552	0,147940502633913	0,245459977280532	ENSG00000117614.10	SYF2	NC
RSRP1	57035	ENSG00000117616	ENSG00000117616.18	132	56	12161	11532	11166	501,27050238587	-1,21878380621966	0,489275815471524	-2,49099540112175	0,0127385768648572	0,0324509924683849	ENSG00000117616.18	RSRP1	Down
SLC35A3	23443	ENSG00000117620	ENSG00000117620.15	14	32	1613	2065	1756	103,912083479674	-0,374123272697044	0,516895872258744	-0,72378847032032	0,469195608784508	0,630698880613353	ENSG00000117620.15	SLC35A3	NC
RCOR3	55758	ENSG00000117625	ENSG00000117625.13	111	44	2375	2610	2060	212,930034297465	0,797354998425263	0,370223498702154	2,15371255801009	0,0312627207048048	0,0681214240535064	ENSG00000117625.13	RCOR3	NC
STMN1	3925	ENSG00000117632	ENSG00000117632.23	52	67	11770	13456	13403	468,496808353626	-2,03224074057534	0,221559976569233	-9,17241810566947	4,62525158527467e-20	1,24759922936305e-18	ENSG00000117632.23	STMN1	Down
MTFR1L	56181	ENSG00000117640	ENSG00000117640.18	16	26	2479	2403	2217	102,259597510271	-1,0915991442433	0,2534459596058	-4,30702918263573	1,654617876925e-05	8,59825359394094e-05	ENSG00000117640.18	MTFR1L	Down
MAN1C1	57134	ENSG00000117643	ENSG00000117643.14	2	50	1801	1774	1653	91,9851729456393	-0,505841555369688	1,18768830694697	-0,425904298637062	0,670177582489805	0,801732112554225	ENSG00000117643.14	MAN1C1	NC
NEK2	4751	ENSG00000117650	ENSG00000117650.13	2	20	200	95	115	27,7018249761706	2,23373604990851	0,977529295976566	2,28508348455887	0,0223079330137809	0,0515384793583884	ENSG00000117650.13	NEK2	NC
RPS6KA1	6195	ENSG00000117676	ENSG00000117676.14	48	36	12656	11755	10414	402,545438780673	-2,36871547061159	0,182609419322702	-12,9714856955197	1,7755507967517e-38	1,49104652455344e-36	ENSG00000117676.14	RPS6KA1	Down
DHDDS	79947	ENSG00000117682	ENSG00000117682.17	68	30	3158	2885	2341	167,599417436235	-0,14070408313478	0,372884007386921	-0,37734008524742	0,705920886384154	0,825451377541949	ENSG00000117682.17	DHDDS	NC
NENF	29937	ENSG00000117691	ENSG00000117691.10	14	64	3330	2457	3401	166,397576849713	-0,473365105721673	0,681400261509867	-0,694694634652438	0,487246691164979	0,650208165113974	ENSG00000117691.10	NENF	NC
NSL1	25936	ENSG00000117697	ENSG00000117697.15	74	32	2469	2465	2328	168,755956733053	0,211700957682133	0,284271749516939	0,744713317597949	0,456445046525353	0,617536539345628	ENSG00000117697.15	NSL1	NC
ARID1A	8289	ENSG00000117713	ENSG00000117713.20	154	114	10513	9889	9940	519,477972327423	-0,559081033343471	0,175652991319629	-3,18287225935215	0,0014582193227145	0,00486178644536542	ENSG00000117713.20	ARID1A	NC
RPA2	6118	ENSG00000117748	ENSG00000117748.10	57	38	3653	3884	3786	188,994065700644	-0,641406347424438	0,292970276556457	-2,18932225809206	0,0285734256893837	0,0634774729224316	ENSG00000117748.10	RPA2	NC
PPP1R8	5511	ENSG00000117751	ENSG00000117751.18	32	20	3183	3204	2979	130,656456606309	-1,19077748041789	0,237531179480865	-5,01314178214576	5,35484092957231e-07	3,64529354983994e-06	ENSG00000117751.18	PPP1R8	Down
STX12	23673	ENSG00000117758	ENSG00000117758.14	283	228	19446	16826	16106	964,238007062615	-0,376961717552297	0,142725529393129	-2,64116531327748	0,00826213941349243	0,022269241864501	ENSG00000117758.14	STX12	NC
OSBPL9	114883	ENSG00000117859	ENSG00000117859.19	79	112	5383	5916	4594	332,302682835525	-0,0472252930959894	0,222535000415834	-0,212215125745358	0,831939206840985	0,904975412066361	ENSG00000117859.19	OSBPL9	NC
ESYT2	57488	ENSG00000117868	ENSG00000117868.17	118	128	6962	8018	5307	411,320265260196	-0,0874147751574871	0,256628181405243	-0,340628120726344	0,733383556873768	0,842575871401896	ENSG00000117868.17	ESYT2	NC
MESD	23184	ENSG00000117899	ENSG00000117899.11	26	52	7560	6767	5359	249,920109815064	-1,70639483028303	0,38058636633005	-4,48359421473131	7,33961744972558e-06	4,07087450810631e-05	ENSG00000117899.11	MESD	Down
RCN2	5955	ENSG00000117906	ENSG00000117906.14	66	40	2295	2556	1821	167,796155374239	0,368550770018839	0,234458666405836	1,57192214588859	0,115968607875706	0,200312801873046	ENSG00000117906.14	RCN2	NC
MUC5B	727897	ENSG00000117983	ENSG00000117983.17	112	26	177	43	35	126,385550774266	5,35226803836496	0,932288942348382	5,74099701845965	9,41207483967167e-09	8,32678127173916e-08	ENSG00000117983.17	MUC5B	Up
CTSD	1509	ENSG00000117984	ENSG00000117984.14	198	336	66766	67498	52304	2227,16490929712	-2,10121498646569	0,306237440732603	-6,8613915445447	6,81929677086052e-12	8,73666519546838e-11	ENSG00000117984.14	CTSD	Down
STAG1	10274	ENSG00000118007	ENSG00000118007.13	122	53	3008	3173	2888	251,048900549134	0,608774853909843	0,324903961626355	1,87370708212522	0,0609708092644224	0,117482339120422	ENSG00000118007.13	STAG1	NC
KMT2A	4297	ENSG00000118058	ENSG00000118058.22	228	364	5810	7650	6106	758,964126555049	1,28331443263325	0,294949694496457	4,35096037249385	1,35542549478907e-05	7,13140902764937e-05	ENSG00000118058.22	KMT2A	Up
RPS25	6230	ENSG00000118181	ENSG00000118181.11	2117	3047	6291	6597	7993	5271,89498326811	4,30839482706692	0,268416208599105	16,0511723548773	5,60943917277027e-58	1,03069849005312e-55	ENSG00000118181.11	RPS25	Up
DDX59	83479	ENSG00000118197	ENSG00000118197.14	24	10	1861	1525	1358	71,9122027402041	-0,896964231045985	0,46544711622524	-1,927102349071	0,0539668760652225	0,106039658317352	ENSG00000118197.14	DDX59	NC
CAMSAP2	23271	ENSG00000118200	ENSG00000118200.14	136	143	6656	6139	5789	437,266958053012	0,257281116995373	0,120979915467068	2,12664322009223	0,0334497385469916	0,071325379813849	ENSG00000118200.14	CAMSAP2	NC
ATF6	22926	ENSG00000118217	ENSG00000118217.6	262	160	8430	9418	7924	652,473078863285	0,404644788806303	0,206559144241602	1,95897785252736	0,0501153805568301	0,0996467305966273	ENSG00000118217.6	ATF6	NC
FASTKD2	22868	ENSG00000118246	ENSG00000118246.14	70	20	3384	3614	3067	182,708497646755	-0,444017706464357	0,498291778989141	-0,891079735180686	0,372886395674482	0,525143251504095	ENSG00000118246.14	FASTKD2	NC
NRP2	8828	ENSG00000118257	ENSG00000118257.16	71	103	24931	28885	25931	907,243998508761	-2,48215902855627	0,235069230059527	-10,5592681267885	4,60236074105198e-26	1,84937478899319e-24	ENSG00000118257.16	NRP2	Down
CREB1	1385	ENSG00000118260	ENSG00000118260.15	130	142	5215	6163	5053	410,982389837193	0,395745723728898	0,153535882986091	2,57754549641499	0,0099504781479675	0,0261926508173142	ENSG00000118260.15	CREB1	NC
KLF7	8609	ENSG00000118263	ENSG00000118263.15	214	121	4656	4513	5211	464,404036854874	0,907221834253914	0,245727951149951	3,69197655377958	0,000222517982613774	0,000903776986629683	ENSG00000118263.15	KLF7	NC
C1orf54	79630	ENSG00000118292	ENSG00000118292.9	28	64	348	425	331	114,652699466767	2,91982086112432	0,506130665463187	5,76890724147733	7,97872034966672e-09	7,13801623292282e-08	ENSG00000118292.9	C1orf54	Up
LRMP	4033	ENSG00000118308	ENSG00000118308.15	55	28	950	949	1050	102,572894765585	1,1207212488205	0,281979313238403	3,97448038279661	7,053307514808e-05	0,00032091429619755	ENSG00000118308.15	LRMP	Up
ATP10B	23120	ENSG00000118322	ENSG00000118322.14	26	2	9	2	0	24,0788057079475	7,54305356785439	1,53029349081376	4,92915484064644	8,25861021483578e-07	5,45952036895878e-06	ENSG00000118322.14	ATP10B	Up
SPCS2	9789	ENSG00000118363	ENSG00000118363.12	51	70	2441	2435	2111	187,520641389798	0,495981982939524	0,213668256688656	2,32127125772471	0,0202722084579281	0,0475206561365761	ENSG00000118363.12	SPCS2	NC
CASP8AP2	9994	ENSG00000118412	ENSG00000118412.12	132	73	3294	3229	2748	279,825957074925	0,806127470110377	0,203238783557866	3,9664057026835	7,29646236845391e-05	0,000331346320230296	ENSG00000118412.12	CASP8AP2	NC
HMGN3	9324	ENSG00000118418	ENSG00000118418.14	82	101	5103	3952	4458	299,999574921883	0,105087820916335	0,209515708621067	0,501574901509645	0,615966577982724	0,763802820180689	ENSG00000118418.14	HMGN3	NC
UBE3D	90025	ENSG00000118420	ENSG00000118420.17	82	3	146	198	154	74,9048021825294	3,54831232814041	1,20076365018303	2,95504642199949	0,00312622007499894	0,0094899010409951	ENSG00000118420.17	UBE3D	Up
ANKRD13C	81573	ENSG00000118454	ENSG00000118454.13	40	48	1855	1966	1644	132,575942844177	0,360099837448553	0,185209004495448	1,94428903945328	0,0518606056381449	0,102532843828251	ENSG00000118454.13	ANKRD13C	NC
PHF3	23469	ENSG00000118482	ENSG00000118482.11	346	426	8487	8505	8303	984,073969791778	1,28585451340275	0,1664158820482	7,72675358611698	1,10323907179167e-14	1,91115500123911e-13	ENSG00000118482.11	PHF3	Up
ADGB	79747	ENSG00000118492	ENSG00000118492.17	0	32	56	26	4	28,3849713176992	4,77796858985199	1,70253618082147	2,80638299712763	0,0050101103630446	0,0143552382493313	ENSG00000118492.17	ADGB	Up
PLAGL1	5325	ENSG00000118495	ENSG00000118495.19	87	30	4941	4322	5095	237,183542598024	-0,714041255222983	0,425112593278422	-1,67965208867697	0,0930250267184412	0,167141832377188	ENSG00000118495.19	PLAGL1	NC
FBXO30	84085	ENSG00000118496	ENSG00000118496.5	96	63	2830	3289	2780	230,496761553477	0,496999325991876	0,173760107259869	2,8602613904271	0,00423291956315639	0,0123859132664674	ENSG00000118496.5	FBXO30	NC
TNFAIP3	7128	ENSG00000118503	ENSG00000118503.15	198	171	10125	8117	11745	641,480408919942	-0,020920829005825	0,219774282877815	-0,0951923433983224	0,924162051453939	0,958364766794082	ENSG00000118503.15	TNFAIP3	NC
AKAP7	9465	ENSG00000118507	ENSG00000118507.17	58	26	1580	1384	1051	112,392487750327	0,686405929946855	0,361816858538221	1,89710875474407	0,0578135859927261	0,112394969765406	ENSG00000118507.17	AKAP7	NC
RAB32	10981	ENSG00000118508	ENSG00000118508.5	38	30	2840	3042	2634	141,942917534746	-0,651275731182105	0,19530583009709	-3,33464562147655	0,000854081678972614	0,00301445541529359	ENSG00000118508.5	RAB32	NC
MYB	4602	ENSG00000118513	ENSG00000118513.19	32	65	4271	2847	6148	222,270388583432	-0,743819570736539	0,483151222214834	-1,5395171046588	0,123678105386926	0,211337088435588	ENSG00000118513.19	MYB	NC
SGK1	6446	ENSG00000118515	ENSG00000118515.11	472	774	13967	15106	7536	1569,69054516469	1,49048979736709	0,364342667268034	4,09090104253585	4,29700464010398e-05	0,000205145471358995	ENSG00000118515.11	SGK1	Up
RNF146	81847	ENSG00000118518	ENSG00000118518.15	34	68	6775	5986	6903	291,735263400922	-1,15272147878289	0,402983128010582	-2,86047082038784	0,00423012479012187	0,0123794204652927	ENSG00000118518.15	RNF146	Down
CCN2	1490	ENSG00000118523	ENSG00000118523.6	14	58	82	36	6	74,6191761131918	5,64066354116524	0,954216270745052	5,91130513500991	3,39407624106828e-09	3,18211299740453e-08	ENSG00000118523.6	CCN2	Up
FBXL5	26234	ENSG00000118564	ENSG00000118564.15	137	206	19814	18742	19876	863,866430645892	-1,11281821859703	0,260086951791503	-4,27863916637044	1,88039407568031e-05	9,6686706144404e-05	ENSG00000118564.15	FBXL5	Down
MED28	80306	ENSG00000118579	ENSG00000118579.13	84	58	4010	3988	4055	256,057512713688	-0,0691887574583367	0,18168298970797	-0,38082132823523	0,703335832030585	0,823591356663953	ENSG00000118579.13	MED28	NC
SLC16A7	9194	ENSG00000118596	ENSG00000118596.12	62	22	197	318	198	89,8545210965636	3,25712715080453	0,455112358965603	7,15675390184405	8,26098038117688e-13	1,1630291829374e-11	ENSG00000118596.12	SLC16A7	Up
RXYLT1	10329	ENSG00000118600	ENSG00000118600.12	21	8	858	838	946	45,6008023096199	-0,418484843134436	0,638664771436647	-0,655249611142748	0,512307057370315	0,675638127682169	ENSG00000118600.12	RXYLT1	NC
ZNF430	80264	ENSG00000118620	ENSG00000118620.13	12	68	1350	1405	1275	120,482635613008	0,761935416632135	1,0235319442924	0,74441781800849	0,456623742724216	0,61770055506451	ENSG00000118620.13	ZNF430	NC
VAMP8	8673	ENSG00000118640	ENSG00000118640.11	470	545	17633	16035	17101	1463,37356710412	0,684238968403371	0,148090133656513	4,62042238404906	3,82959591788045e-06	2,25249392729395e-05	ENSG00000118640.11	VAMP8	NC
DCLRE1B	64858	ENSG00000118655	ENSG00000118655.7	58	42	2231	2105	1954	147,286545842477	0,321047758807872	0,192519669634186	1,66761016896563	0,0953931382681745	0,170263852141971	ENSG00000118655.7	DCLRE1B	NC
MYL12B	103910	ENSG00000118680	ENSG00000118680.13	601	633	20450	20196	18683	1731,53036698294	0,724849140189025	0,0975358020811356	7,43162125827453	1,07274595876412e-13	1,68581086414554e-12	ENSG00000118680.13	MYL12B	NC
FOXO3	2309	ENSG00000118689	ENSG00000118689.15	40	94	2756	3355	2603	217,848669282971	0,369413915591454	0,421909343262747	0,875576522517064	0,381260293166209	0,534311198336842	ENSG00000118689.15	FOXO3	NC
ARMC2	84071	ENSG00000118690	ENSG00000118690.13	18	30	541	402	381	53,6718993414554	1,46343881953966	0,411905143579186	3,55285395764505	0,000381075962943566	0,00146691186063632	ENSG00000118690.13	ARMC2	Up
RPN2	6185	ENSG00000118705	ENSG00000118705.17	150	172	27593	25027	23887	1002,96885775706	-1,60158418527043	0,203465345189602	-7,87153303073788	3,50321621547555e-15	6,29174120303204e-14	ENSG00000118705.17	RPN2	Down
TGIF2	60436	ENSG00000118707	ENSG00000118707.10	27	0	831	1165	833	50,8725654645477	-0,449294993159997	1,28880051474804	-0,348614846144621	0,727378480567773	0,838634697803603	ENSG00000118707.10	TGIF2	NC
PKD2	5311	ENSG00000118762	ENSG00000118762.8	28	13	5624	4703	5834	185,848733896414	-2,35333396782818	0,382833601632383	-6,1471458038001	7,88896064853652e-10	8,00360001611595e-09	ENSG00000118762.8	PKD2	Down
SPP1	6696	ENSG00000118785	ENSG00000118785.14	67	19	781	585	384	102,017574161098	2,02285630928489	0,599712292425607	3,37304459960828	0,000743419098694329	0,00266544759568557	ENSG00000118785.14	SPP1	Up
CCNI	10983	ENSG00000118816	ENSG00000118816.10	870	910	25082	23308	26716	2410,28096795094	0,90582944766381	0,144708928920152	6,25966520810634	3,85804825599365e-10	4,06570202977213e-09	ENSG00000118816.10	CCNI	NC
RARRES1	5918	ENSG00000118849	ENSG00000118849.10	6	39	323	496	333	49,1211803951527	1,49718114409937	0,95107985153839	1,57419079131753	0,115443347632103	0,199581912938878	ENSG00000118849.10	RARRES1	NC
MFSD1	64747	ENSG00000118855	ENSG00000118855.20	174	166	19532	24406	18245	894,227387212133	-1,19826059219238	0,147710923260718	-8,1122002742978	4,97112775806168e-16	9,60191415478976e-15	ENSG00000118855.20	MFSD1	Down
RAB3GAP2	25782	ENSG00000118873	ENSG00000118873.16	130	63	4913	5618	4228	303,543329301868	-0,0453886763459735	0,322018389538615	-0,140950572453349	0,887908989869057	0,937801661701044	ENSG00000118873.16	RAB3GAP2	NC
PPL	5493	ENSG00000118898	ENSG00000118898.16	166	42	49	59	20	195,269435397636	6,98633666305421	0,619487694139065	11,2776036217531	1,69294922073286e-29	8,50350989423249e-28	ENSG00000118898.16	PPL	Up
UBN1	29855	ENSG00000118900	ENSG00000118900.15	55	74	8117	6798	6762	323,444344901557	-1,07410377000294	0,233202763309145	-4,60587925615212	4,10726672221435e-06	2,39419793910423e-05	ENSG00000118900.15	UBN1	Down
KLF12	11278	ENSG00000118922	ENSG00000118922.17	4	22	688	631	508	41,3568960452616	0,179495141926132	0,69303796875569	0,258997558601883	0,795637124195299	0,882363007271114	ENSG00000118922.17	KLF12	NC
HS1BP3	64342	ENSG00000118960	ENSG00000118960.13	21	18	4564	4608	4118	154,076306283512	-2,10009371994951	0,245203125960362	-8,56471022432642	1,08347982435836e-17	2,40875380186723e-16	ENSG00000118960.13	HS1BP3	Down
LDAH	60526	ENSG00000118961	ENSG00000118961.15	34	8	2189	2129	2033	99,4510669213968	-0,917200431631031	0,497757038682685	-1,84266692452688	0,0653776560265955	0,124600075288985	ENSG00000118961.15	LDAH	NC
WDR35	57539	ENSG00000118965	ENSG00000118965.14	0	38	868	970	430	60,3855394243283	0,546147134558565	1,49794977220093	0,364596426858901	0,715412682463888	0,831258342212122	ENSG00000118965.14	WDR35	NC
CCND2	894	ENSG00000118971	ENSG00000118971.8	56	2	850	1132	787	78,1761714745865	0,66046123180709	1,16882277786027	0,565065332672738	0,572029327291323	0,731644840439604	ENSG00000118971.8	CCND2	NC
ELL2	22936	ENSG00000118985	ENSG00000118985.16	376	571	6522	7558	7718	1102,93480595894	1,76140686413693	0,300134605219033	5,86872301130184	4,39164402645397e-09	4,05896660708114e-08	ENSG00000118985.16	ELL2	Up
NDUFB3	4709	ENSG00000119013	ENSG00000119013.9	81	125	2844	2844	2552	287,263323512355	1,05446181955975	0,254430783730798	4,14439559591748	3,40711137667669e-05	0,000166279410614746	ENSG00000119013.9	NDUFB3	Up
GTF3C3	9330	ENSG00000119041	ENSG00000119041.11	62	78	3027	3025	2751	211,256657695213	0,335510524677097	0,159220891970399	2,1072016399674	0,0351001048479687	0,0743064553443261	ENSG00000119041.11	GTF3C3	NC
UBE2B	7320	ENSG00000119048	ENSG00000119048.8	97	76	4127	4716	3828	275,159457746209	0,105434717098873	0,160865097009223	0,655423202789777	0,512195316623405	0,67553220348282	ENSG00000119048.8	UBE2B	NC
KLF9	687	ENSG00000119138	ENSG00000119138.4	140	10	2304	2947	1929	197,484479602329	0,609260288587012	0,912145653618684	0,667941886440988	0,50417068871052	0,667981108461652	ENSG00000119138.4	KLF9	NC
ITGB1BP1	9270	ENSG00000119185	ENSG00000119185.12	28	44	2376	2569	1894	140,196239630457	-0,17439064050288	0,298696438148176	-0,583839035992686	0,559328612393254	0,721313416952346	ENSG00000119185.12	ITGB1BP1	NC
CPSF3	51692	ENSG00000119203	ENSG00000119203.14	176	78	3261	3186	2923	345,810493183766	1,17827171261676	0,373453660408795	3,15506805135336	0,00160460673533169	0,00529158392332576	ENSG00000119203.14	CPSF3	Up
SENP5	205564	ENSG00000119231	ENSG00000119231.11	110	198	3670	3303	3047	398,687994489975	1,32835923787547	0,315739046431963	4,20714274299207	2,58619795589175e-05	0,000129538871518548	ENSG00000119231.11	SENP5	Up
HEATR1	55127	ENSG00000119285	ENSG00000119285.11	52	32	3815	3821	3450	179,781857410057	-0,728093949276996	0,173884900984567	-4,18721778115524	2,8239483096258e-05	0,00014007669764729	ENSG00000119285.11	HEATR1	NC
PTBP3	9991	ENSG00000119314	ENSG00000119314.15	616	527	16967	20373	16828	1612,29541271622	0,75745721027598	0,100476582409818	7,53864425032399	4,74882492180754e-14	7,68173349654014e-13	ENSG00000119314.15	PTBP3	NC
RAD23B	5887	ENSG00000119318	ENSG00000119318.13	280	222	13282	12916	10676	830,284442841205	0,132279801030589	0,113096089293141	1,16962312187227	0,242152668248236	0,370730527132929	ENSG00000119318.13	RAD23B	NC
FKBP15	23307	ENSG00000119321	ENSG00000119321.9	417	441	32492	32955	27219	1694,1751176288	-0,418065509793971	0,106576087341672	-3,92269523325335	8,75638867657113e-05	0,000389176852943821	ENSG00000119321.9	FKBP15	NC
ABITRAM	54942	ENSG00000119328	ENSG00000119328.12	46	68	1986	1703	1787	157,387339564318	0,712598902861393	0,249188715819947	2,85967564990498	0,00424074496961225	0,0124054341212034	ENSG00000119328.12	ABITRAM	NC
SET	6418	ENSG00000119335	ENSG00000119335.16	324	351	12574	12526	11075	984,893282264871	0,574368030433038	0,11249071714144	5,10591491483567	3,29197801123111e-07	2,3333644340734e-06	ENSG00000119335.16	SET	NC
PTPA	5524	ENSG00000119383	ENSG00000119383.19	26	20	8543	7214	6011	237,388886946801	-2,59927482468524	0,292564351882169	-8,88445501976983	6,42348702159277e-19	1,58000141865219e-17	ENSG00000119383.19	PTPA	Down
GLE1	2733	ENSG00000119392	ENSG00000119392.14	59	36	4767	4387	4200	208,040516411017	-0,839948136206546	0,201935867541683	-4,15947967259044	3,18973405415952e-05	0,000156630659425129	ENSG00000119392.14	GLE1	NC
RAB14	51552	ENSG00000119396	ENSG00000119396.11	174	100	15723	15245	13154	672,039071460566	-1,00156509172261	0,193114015629431	-5,18639254876521	2,14406635491411e-07	1,56300910471154e-06	ENSG00000119396.11	RAB14	Down
CNTRL	11064	ENSG00000119397	ENSG00000119397.16	296	196	8564	8283	7652	686,724086304386	0,65304214045967	0,143584769844443	4,54812959039571	5,41248048429679e-06	3,08722487268274e-05	ENSG00000119397.16	CNTRL	NC
TRIM32	22954	ENSG00000119401	ENSG00000119401.10	2	26	888	974	883	53,4783064685712	-0,243065404506533	1,01336910146519	-0,239858709087433	0,810439791871749	0,891467184079966	ENSG00000119401.10	TRIM32	NC
FBXW2	26190	ENSG00000119402	ENSG00000119402.17	96	29	6634	6660	5665	293,059001032485	-0,940424479791882	0,441353221114214	-2,13077515876681	0,0331076697965798	0,0707011706850972	ENSG00000119402.17	FBXW2	NC
PHF19	26147	ENSG00000119403	ENSG00000119403.15	18	8	1437	1085	1128	58,6332165063553	-0,818057070993196	0,379312661810823	-2,15668274053343	0,0310303926925597	0,0676700529625329	ENSG00000119403.15	PHF19	NC
NEK6	10783	ENSG00000119408	ENSG00000119408.16	260	264	15276	15384	13656	905,903381210492	-0,0880503329968524	0,0900215082966271	-0,978103285125155	0,328023243242452	0,47410539755454	ENSG00000119408.16	NEK6	NC
PPP6C	5537	ENSG00000119414	ENSG00000119414.11	102	75	7246	7472	6911	359,666645302302	-0,63297859629786	0,148256825665048	-4,26947355346681	1,95934878777163e-05	0,000100422568661664	ENSG00000119414.11	PPP6C	NC
NDUFA8	4702	ENSG00000119421	ENSG00000119421.7	22	42	2369	2107	2007	120,087914358627	-0,350208880682869	0,308350223054178	-1,13575037246312	0,256061052318601	0,388208780165393	ENSG00000119421.7	NDUFA8	NC
RBM18	92400	ENSG00000119446	ENSG00000119446.14	100	151	3766	3842	3346	345,363553458256	0,88061420347819	0,237052100119741	3,71485510161425	0,000203320166724492	0,000833519630862534	ENSG00000119446.14	RBM18	NC
HSDL2	84263	ENSG00000119471	ENSG00000119471.15	90	114	5640	6571	6180	363,300172024667	-0,189851927778675	0,227955588155695	-0,832846122855322	0,404931518528584	0,560939350816902	ENSG00000119471.15	HSDL2	NC
MAPKAP1	79109	ENSG00000119487	ENSG00000119487.17	278	340	7149	7472	6427	794,469660461768	1,23301678721484	0,171592641874182	7,18572063316641	6,68536192557769e-13	9,49286067873641e-12	ENSG00000119487.17	MAPKAP1	Up
INVS	27130	ENSG00000119509	ENSG00000119509.13	18	16	1727	1593	1274	71,0892390677937	-0,778655562889355	0,308500553891127	-2,52400053441768	0,0116027752239353	0,0299875525083148	ENSG00000119509.13	INVS	NC
GALNT12	79695	ENSG00000119514	ENSG00000119514.7	6	30	7592	6914	5393	210,955348034162	-2,93543496861748	0,755847833381061	-3,88363217962363	0,000102907546997447	0,000450296447252416	ENSG00000119514.7	GALNT12	Down
DENND1A	57706	ENSG00000119522	ENSG00000119522.16	26	14	2614	2402	2786	108,478853945121	-1,32174977779175	0,334518911679086	-3,95119597620761	7,77616126617093e-05	0,000350391773003862	ENSG00000119522.16	DENND1A	Down
ALG2	85365	ENSG00000119523	ENSG00000119523.10	36	34	4620	4401	3696	185,594596579858	-1,17202434239403	0,225723945018367	-5,19229070845214	2,07722319366827e-07	1,51840000739478e-06	ENSG00000119523.10	ALG2	Down
CSF3R	1441	ENSG00000119535	ENSG00000119535.17	218	36	6181	5653	5961	393,573599812147	0,0887110575870173	0,804359669590561	0,110287799029225	0,912181133199201	0,951982659035566	ENSG00000119535.17	CSF3R	NC
KDSR	2531	ENSG00000119537	ENSG00000119537.18	32	34	5039	5415	4477	203,372051432454	-1,48980285105895	0,209793556678317	-7,10128029977256	1,23606388813577e-12	1,72215822858994e-11	ENSG00000119537.18	KDSR	Down
