	V1	V2	V3	V4	V5	V6
NAME	Case1	Case2	Case3	NegCtrl1	NegCtrl2	NegCtrl3
CLASS_CvsI	Infected	Infected	Infected	Control	Control	Control
	45	78	173	48	60	80
	1295	1410	4348	1499	1214	1976
	726	728	2259	870	834	1337
	841	1006	2639	1209	1035	1901
	5	9	21	15	11	20
	1	2	1	2	1	3
	451	503	1454	541	479	787
	5	7	15	7	3	11
	6162	6800	19423	8144	6993	11121
	1	0	3	1	0	4
	1	0	4	1	0	0
	7	7	36	7	10	28
	5	3	8	2	3	4
	0	0	0	0	0	0
	0	0	0	0	0	0
	27	28	69	20	30	41
	73	73	213	72	103	209
	2	3	13	7	10	15
	2	2	6	3	1	6
	0	2	7	3	0	3
	19	28	63	16	11	22
	797	658	2085	807	819	1194
	280	304	853	385	369	503
	2	9	24	6	7	11
	253	277	803	371	344	520
	0	0	4	0	0	0
	335	372	1089	446	329	553
	415	373	1153	406	415	910
	207	223	635	247	198	414
	1	0	8	2	2	3
	555	460	1077	464	464	740
	686	562	1498	645	729	1053
	0	0	0	0	0	0
	4072	4006	13556	5439	4499	6350
	0	1	13	3	4	4
	18	20	64	18	26	29
	1	0	1	0	0	0
	2	0	6	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	128	83	286	157	129	212
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	8	14	32	22	15	40
	0	0	7	0	0	3
	2491	2241	6920	3253	3353	4150
	0	0	0	0	0	0
	363	315	831	307	296	448
	354	281	863	331	336	483
	0	0	0	0	1	1
	106	66	232	93	133	115
	0	1	0	0	3	0
	7	5	28	7	11	22
	0	0	2	0	1	0
	1	0	1	1	0	0
	86	69	241	72	72	129
	560	434	1422	556	478	860
	283	277	984	340	299	474
	100	34	188	71	99	131
	101	84	292	114	108	148
	243	215	626	252	239	389
	1654	1616	4858	1975	1544	2717
	359	331	976	378	332	529
	778	639	1944	717	668	1004
	660	595	1621	624	486	773
	118	128	293	118	84	113
	2	7	8	2	3	7
	60	43	190	48	56	49
	1489	1346	3986	1507	1402	2206
	0	0	0	0	0	0
	122	87	308	111	154	194
	80	58	197	51	54	99
	323	172	684	223	233	355
	2	3	20	4	4	2
	256	241	681	264	304	360
	9	7	13	4	13	7
	0	0	2	0	0	1
	1364	1407	4492	1616	1329	1900
	19125	11886	39078	15957	16086	22420
	32	7	33	16	24	36
	2903	2448	7338	2512	2805	4623
	0	0	0	0	0	0
	130	111	308	155	146	221
	55	40	145	52	43	67
	1573	1086	3696	1269	1302	1890
	162	99	269	80	73	112
	323	291	890	306	300	427
	253	213	682	227	240	351
	88	53	122	46	80	93
	674	743	1967	780	707	1142
	1	0	0	1	2	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	972	670	2373	790	929	1258
	1022	1116	3538	1311	1121	1938
	1	0	1	0	3	2
	11	8	37	12	27	10
	1868	1711	5129	2003	1736	3054
	0	0	2	0	0	0
	0	0	1	0	0	0
	1	0	0	0	0	0
	310	229	741	271	338	435
	86	105	238	92	107	133
	253	311	777	313	268	455
	832	624	2066	828	850	1158
	533	429	1308	494	460	640
	0	0	0	0	0	2
	661	434	1193	428	487	662
	143	98	400	124	144	190
	2	3	10	0	4	0
	1113	1156	3177	1229	905	1545
	1	2	4	0	1	2
	0	0	0	0	0	1
	1	0	0	0	0	0
	1707	1874	5086	2379	2575	3180
	719	739	2203	965	842	1158
	1272	1281	4018	1644	1344	1901
	370	348	949	347	289	498
	131	123	367	149	146	233
	675	707	2165	703	651	1245
	0	0	0	0	0	0
	121	118	281	185	141	185
	21	16	23	16	19	35
	902	882	2586	946	895	1489
	1	1	11	4	1	3
	3859	3206	9886	3960	3755	5785
	0	0	0	0	0	0
	0	0	0	0	0	0
	40	31	119	41	27	72
	569	347	1136	417	541	583
	12	11	41	12	16	24
	2	2	15	5	3	10
	1674	1363	3916	1513	1626	2140
	120	89	277	114	129	156
	313	319	985	438	339	524
	126	118	337	140	123	195
	0	0	0	0	0	0
	186	205	510	88	118	152
	188	141	486	168	160	261
	2	2	10	1	0	0
	960	999	2781	1108	852	1304
	711	641	1886	730	720	867
	465	487	1485	547	563	833
	4082	3031	9651	3130	3302	4715
	904	801	2471	828	817	1255
	165	117	323	42	35	63
	229	192	591	201	216	280
	0	0	1	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	81	45	148	51	59	97
	48	63	152	77	78	92
	200	143	469	159	208	268
	797	679	1989	789	724	1062
	12	20	38	28	19	28
	232	123	459	184	225	266
	436	481	1364	529	480	620
	13	11	33	25	17	14
	91	71	183	83	81	75
	58	48	141	47	70	71
	2660	2705	7833	2861	2654	4013
	3	7	8	4	5	0
	65	35	110	48	46	71
	0	0	1	0	0	1
	0	0	1	0	0	0
	365	233	840	325	291	459
	118	79	257	109	91	134
	776	485	1810	762	822	1048
	11	7	29	10	6	21
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	658	413	1172	499	619	815
	1	4	8	3	4	4
	11	1	8	6	8	8
	0	0	0	0	0	0
	99	69	261	88	107	156
	0	0	0	0	0	0
	0	0	0	0	0	0
	27927	19811	61562	22851	21971	32573
	0	1	7	0	0	1
	1888	1552	4986	1782	1585	2352
	2	1	2	1	7	1
	0	0	0	0	0	0
	41	23	71	26	46	54
	455	368	1231	435	419	725
	220	208	584	208	212	286
	748	632	1918	683	708	993
	256	234	784	236	216	320
	174	92	303	122	133	184
	0	0	0	2	0	0
	2	1	3	1	0	0
	14919	14232	39923	15595	14291	18793
	2765	1747	6123	2175	2287	3235
	339	236	859	294	255	517
	251	140	511	205	229	285
	1	0	0	0	1	0
	275	239	832	325	313	355
	260	189	611	227	216	351
	433	362	1145	402	418	532
	219	143	493	172	145	218
	0	0	0	0	0	0
	0	0	0	0	0	0
	107	74	240	89	100	127
	62	51	144	58	53	96
	156	108	449	143	154	240
	143	130	480	170	164	200
	300	179	619	232	250	273
	722	419	1600	593	561	814
	510	304	994	348	383	487
	7134	3521	12445	4353	4991	6533
	123	110	275	108	149	151
	6524	3764	11924	4022	4489	6147
	1334	1326	3736	1453	1477	2052
	1	0	3	1	1	3
	39	33	80	44	39	66
	0	1	0	1	0	0
	0	0	0	0	0	0
	264	184	557	226	219	330
	31	22	61	26	18	39
	323	263	807	316	318	442
	1158	902	2943	1061	900	1574
	996	930	2947	1145	1006	1562
	70	53	131	69	80	114
	372	435	1285	526	447	713
	65	52	146	54	53	109
	460	316	1072	377	413	597
	211	164	492	177	219	322
	12	6	40	20	5	18
	174	79	349	144	152	164
	0	0	0	0	0	0
	7	19	31	10	12	34
	791	795	2403	846	875	1789
	179	199	513	182	184	366
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	1	1	2	0
	316	356	971	444	378	584
	168	172	546	207	195	323
	978	1007	2652	1099	1093	2009
	0	0	0	0	0	0
	0	0	0	0	0	0
	49	46	165	68	69	137
	43	54	135	53	73	182
	1	1	0	1	7	7
	475	511	1289	522	586	1186
	8	4	13	0	1	11
	134	128	393	149	151	233
	0	1	1	3	3	1
	8	10	34	9	13	25
	3218	3391	10042	3456	2868	5388
	6576	6244	17224	6224	5694	10388
	759	846	2268	869	779	1081
	0	0	0	0	0	0
	58	52	180	71	76	80
	1	0	0	0	0	0
	0	0	0	0	0	0
	0	4	16	5	1	7
	160	178	483	172	179	245
	57	75	206	87	56	127
	32	34	148	28	25	35
	0	0	0	0	0	0
	0	0	0	0	0	0
	5	14	25	1	2	5
	0	0	0	0	0	0
	4	2	0	1	5	6
	0	0	0	0	1	0
	88	89	205	131	122	160
	0	0	0	0	0	0
	1128	1282	3556	1468	1279	1932
	0	0	0	0	0	0
	876	1019	2427	1066	906	1685
	895	868	2521	976	986	1517
	300	333	850	360	424	1137
	472	473	1361	596	570	826
	1057	1001	3149	1151	998	2127
	2171	2426	7465	2360	1999	3407
	1169	1217	3474	1203	1264	2684
	0	2	0	0	0	4
	689	648	1802	717	652	1321
	2	3	9	2	3	10
	327	341	1021	385	323	667
	5	3	28	10	12	9
	425	417	1434	545	491	828
	1151	1185	3501	1151	1338	3072
	160	145	435	229	207	287
	72	47	106	75	87	117
	0	0	0	0	0	0
	3	3	15	6	5	9
	5110	4078	14099	4636	4090	7040
	559	564	1585	634	568	986
	466	460	1389	542	479	786
	155	144	449	166	168	302
	62	72	152	86	80	142
	272	269	911	332	326	628
	181	269	735	248	216	371
	199	197	695	259	239	541
	0	0	0	1	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	195	210	641	205	199	359
	521	572	1584	656	644	1148
	0	0	0	0	0	0
	0	0	0	0	0	0
	14	16	17	17	5	40
	3	3	23	2	2	8
	3	8	12	5	7	8
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1145	1192	3328	1136	1190	2544
	31	34	72	35	23	49
	148	173	459	148	204	512
	840	1047	2831	938	850	1426
	62	63	184	90	98	125
	0	0	0	0	0	0
	414	460	1342	503	464	1092
	0	0	0	0	0	0
	0	0	0	0	0	0
	70	101	242	81	101	134
	0	0	0	0	0	0
	1093	1219	3011	1240	1198	2153
	0	0	0	0	0	0
	14	18	39	18	14	16
	59	66	214	65	51	136
	865	947	2600	1020	1049	1853
	1207	1108	3325	1274	1188	1774
	120	107	450	169	178	260
	35082	37510	105717	39318	31547	54492
	140	141	439	195	204	289
	286	342	988	404	350	494
	571	635	1817	848	761	1123
	0	0	0	0	0	0
	227	230	636	267	240	466
	1	3	3	2	1	3
	1	0	0	0	0	0
	1834	1970	5692	2124	2109	3542
	0	0	0	0	0	0
	67	81	203	89	61	122
	651	648	1766	742	702	1095
	0	1	0	0	0	6
	0	0	0	0	0	0
	9	13	32	21	14	29
	21	35	51	43	36	37
	0	0	0	0	0	0
	2178	2456	6543	3022	3015	4995
	2368	2493	6972	3219	3048	4869
	4	5	6	6	5	2
	0	0	0	0	1	5
	0	0	0	0	1	0
	3907	4313	11907	5529	5315	8973
	5158	5303	15300	6402	6659	13129
	1	0	0	0	0	0
	60	61	169	59	50	101
	1	1	0	1	1	0
	287	268	817	302	341	795
	31	48	141	43	48	80
	53	52	114	35	78	139
	0	1	0	0	0	0
	0	0	1	0	1	0
	0	0	0	0	0	0
	5	0	6	0	4	0
	2	3	7	11	5	14
	0	0	0	0	0	3
	70	91	329	95	97	197
	150	110	471	167	158	240
	156	203	471	232	232	413
	148	161	443	215	210	283
	601	646	1752	733	710	1567
	11	12	22	8	16	25
	159	177	559	163	146	257
	0	0	0	0	0	0
	1470	1715	4517	1960	2048	3690
	0	0	0	0	0	0
	105	105	394	176	153	214
	370	386	1156	408	380	879
	2272	2216	6487	2137	2642	5988
	262	321	771	284	275	511
	126	121	416	115	114	205
	1416	1500	4546	1759	1592	2386
	1267	1296	3716	1430	1218	2150
	72	71	213	95	76	128
	1	4	7	1	3	3
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	11	17	38	11	12	20
	316	335	1029	346	319	793
	0	0	0	0	0	0
	0	0	0	0	0	0
	209	226	735	256	202	394
	0	0	0	0	0	0
	0	0	0	1	0	0
	0	0	0	0	1	0
	0	0	1	0	0	2
	643	686	1785	780	730	1206
	571	565	1747	569	492	783
	87	87	320	155	113	205
	509	516	1472	513	506	980
	43	46	131	58	43	78
	0	0	0	0	0	0
	0	0	1	4	1	8
	203	207	549	226	191	348
	4	3	13	4	3	6
	264	295	786	308	310	575
	394	295	742	359	288	639
	529	541	1494	587	511	854
	35	28	92	58	52	84
	495	427	1169	487	461	696
	0	0	0	0	0	0
	202	208	575	231	182	250
	440	471	1401	542	519	845
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	281	259	778	390	340	679
	0	1	1	0	0	3
	14	18	37	8	26	29
	0	0	0	0	0	0
	588	662	1989	626	505	924
	80	132	347	159	126	186
	4	8	3	3	4	8
	829	796	2691	914	772	1289
	0	0	0	0	0	0
	1121	910	2814	1054	1060	1540
	368	288	908	327	394	491
	27	29	76	39	29	63
	2	0	3	0	0	0
	0	0	0	0	0	0
	591	646	1608	670	610	1108
	45	48	124	65	58	104
	375	358	1125	420	418	739
	455	540	1433	550	492	855
	0	0	0	0	0	0
	1105	1152	3086	1210	1218	2528
	0	0	0	0	0	0
	109	84	271	115	123	243
	0	0	0	0	0	0
	29	24	82	21	33	85
	0	0	0	1	0	2
	391	371	1102	441	419	888
	97	141	366	120	151	244
	215	237	642	339	369	607
	0	0	0	0	0	0
	607	614	1753	588	698	1622
	233	255	726	240	257	418
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	0	0	0
	0	2	1	0	0	2
	213	285	788	329	246	416
	2659	2875	8265	3269	2842	5196
	24	21	55	33	18	31
	647	717	1909	865	726	1245
	1993	2162	5894	2271	1930	2990
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	1	0
	273	303	829	272	260	467
	896	964	2735	1122	944	1465
	0	0	0	0	0	0
	292	289	877	321	316	532
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1626	1705	4914	1964	1795	3135
	176	197	490	225	222	352
	130	124	251	91	150	376
	0	0	0	0	0	0
	0	0	0	0	1	0
	103	75	244	80	103	164
	242	251	834	312	302	488
	18	29	41	24	29	43
	234	235	591	268	246	369
	209	150	440	245	206	311
	12	10	8	13	9	23
	582	602	1529	703	677	1162
	2028	2323	6354	2742	2248	3596
	4878	5438	16351	6666	5893	11866
	2	1	4	3	2	2
	631	638	1931	862	1216	2238
	57	43	93	12	19	47
	230	276	456	152	153	315
	2	5	2	4	0	9
	797	924	2505	934	980	1838
	3018	2997	12460	2373	2254	3681
	2	0	0	1	1	7
	3	4	1	3	2	2
	484	501	1586	459	413	653
	0	0	0	0	0	0
	0	0	3	0	0	0
	1	1	1	0	2	12
	0	0	0	0	0	0
	20	31	55	34	29	76
	0	0	0	0	0	0
	289	289	768	272	368	744
	5	2	12	4	1	5
	0	0	0	0	0	0
	14	14	39	11	8	27
	356	453	1033	347	354	702
	271	262	699	259	255	557
	0	0	0	0	0	0
	2	4	13	5	7	4
	0	0	0	0	0	0
	2	4	10	4	2	1
	332	365	1056	389	319	564
	533	456	1336	532	473	651
	0	0	0	0	0	0
	0	0	0	0	0	0
	2739	2695	7509	3177	2892	4557
	0	0	4	0	1	0
	192	193	562	188	193	379
	387	395	1151	427	437	835
	109	102	248	129	117	187
	0	0	0	1	0	0
	433	385	1114	525	456	786
	183	158	448	228	171	261
	284	315	956	408	377	677
	0	0	0	0	0	0
	0	0	0	0	0	0
	109	87	253	133	126	158
	44	33	101	34	42	44
	260	176	690	215	239	378
	0	0	0	0	0	0
	316	175	578	228	315	345
	231	211	724	304	320	400
	549	542	1492	551	541	953
	208	204	580	186	160	277
	368	365	996	409	416	635
	6	3	17	5	4	1
	200	204	595	296	277	452
	0	0	0	0	0	0
	0	1	0	0	0	0
	187	112	443	159	151	214
	0	0	0	0	0	1
	2	2	3	2	7	12
	14	6	16	10	20	21
	0	0	0	0	0	0
	0	3	1	0	1	0
	4	0	10	2	12	15
	835	591	1675	578	534	802
	0	1	0	1	0	0
	6930	3827	11787	4864	5363	5443
	5	6	17	8	3	17
	306	199	667	241	253	310
	1	0	0	0	0	0
	288	123	451	154	189	261
	2003	1753	5127	1451	1676	2719
	0	0	0	0	0	0
	33	11	54	38	35	57
	2565	1772	5856	2115	2067	3173
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	1	1	0
	0	0	2	0	0	1
	0	0	0	0	0	0
	13	7	14	13	11	13
	177	113	313	156	170	204
	516	403	1264	440	422	633
	0	0	3	0	0	0
	172	95	343	111	117	138
	127	71	222	101	103	126
	35	16	34	12	21	28
	1369	957	3102	1143	1303	1642
	3122	2345	7510	2907	2849	4258
	523	308	1112	436	456	572
	1396	846	3053	1214	1276	1752
	2197	1681	4954	1906	2012	2758
	713	478	1498	395	466	649
	538	378	1107	489	550	712
	940	761	2276	889	887	1288
	10	10	20	5	8	13
	628	607	1672	658	638	931
	216	127	413	153	150	266
	1	1	2	2	0	3
	353	271	876	323	371	474
	221	89	255	113	155	192
	86	58	179	115	105	160
	1384	1303	3547	1262	1197	1866
	2140	1554	5758	2010	1949	2842
	5	2	9	7	12	9
	220	174	450	200	180	309
	15	9	30	12	16	10
	51	38	109	55	55	57
	88	94	320	108	119	214
	0	0	0	0	2	0
	106	77	192	64	104	140
	352	156	536	255	232	350
	510	321	1312	535	605	810
	1091	759	2208	875	930	1453
	0	0	6	0	0	1
	26	22	69	29	38	41
	326	199	673	282	291	448
	0	0	0	0	0	0
	0	1	3	0	1	0
	325	228	720	279	242	390
	2	4	5	3	1	1
	730	613	1893	685	719	985
	963	653	1908	730	825	1196
	0	0	0	0	0	0
	635	276	1054	420	475	703
	4477	3184	10163	3679	4105	5974
	956	816	2518	966	743	1078
	29	22	83	18	18	22
	2623	2218	7079	2384	2266	3444
	192	106	421	159	157	282
	182	111	507	189	188	222
	0	0	0	0	0	0
	298	223	631	244	290	364
	1	3	5	0	7	1
	0	0	0	0	0	0
	1	0	0	0	0	0
	2335	1894	6896	2489	2150	3525
	0	0	0	0	0	0
	263	239	760	265	242	452
	117	79	194	92	115	153
	0	1	3	0	2	0
	603	359	1221	505	482	696
	1172	939	2859	1149	1071	1591
	193	201	416	184	194	279
	0	1	0	3	0	0
	2	5	3	1	1	3
	75	67	179	96	74	113
	1041	716	2315	915	772	1204
	336	285	866	306	257	430
	65	78	248	117	98	138
	55	61	166	78	81	113
	34	19	82	42	26	59
	121	120	317	127	92	186
	30	42	107	57	41	80
	4	2	11	8	6	7
	15	9	26	14	17	23
	3074	2123	6856	2791	2825	3672
	324	279	795	277	315	484
	973	802	2301	814	720	993
	3	0	0	3	2	5
	854	553	2015	659	849	1024
	2	2	6	0	2	0
	1627	1446	4454	1787	1800	2490
	164	81	223	80	121	130
	442	251	894	311	346	453
	248	155	658	190	264	319
	3	1	8	3	5	6
	489	281	1033	399	495	652
	0	0	0	0	0	0
	3	0	6	0	3	2
	2	4	8	5	2	0
	376	293	897	365	392	492
	547	373	1227	477	477	705
	93	54	285	64	86	99
	77	75	173	50	78	125
	166	146	461	172	141	174
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	609	429	1247	425	453	731
	3	0	3	0	0	3
	27959	21034	66223	24889	24147	36674
	0	0	0	0	0	0
	199	153	497	166	157	286
	1319	1087	3609	1252	1273	2270
	1355	1094	3303	1247	1095	1568
	0	0	1	0	0	0
	142	83	282	93	108	142
	17	8	30	15	25	8
	2	1	2	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	9	1	0	0
	417	384	1198	362	339	472
	55	24	106	40	39	72
	1756	1252	4062	1589	1746	2289
	234	243	671	291	264	399
	851	654	1972	799	828	1182
	1	2	2	0	4	0
	43	41	69	50	75	61
	1	0	2	0	0	0
	75	54	148	54	41	42
	0	0	0	2	0	0
	77	84	262	105	111	133
	1802	1454	4722	1590	1472	2233
	1	0	0	3	0	0
	0	0	0	0	0	0
	413	323	958	392	372	538
	862	810	2222	780	704	976
	1278	894	2897	1058	1083	1698
	2	0	0	0	0	1
	180	125	357	138	139	161
	0	0	0	0	0	0
	593	446	1357	518	624	834
	436	341	998	525	551	768
	0	0	0	0	0	0
	135	115	287	199	174	257
	751	747	2067	805	771	1256
	1340	1380	3999	1575	1294	2295
	310	166	605	242	226	387
	18	14	54	21	19	23
	6040	3832	12519	5161	5320	7649
	765	507	1779	696	618	955
	0	0	0	0	0	0
	4	2	15	5	7	8
	81	54	150	55	64	72
	1	0	1	0	2	1
	29	24	65	32	28	48
	441	389	1354	408	390	491
	1	1	0	0	0	0
	676	382	1287	508	503	842
	28	21	53	27	50	48
	46	19	65	50	57	76
	559	448	1529	519	498	805
	0	0	1	0	0	1
	45	51	159	70	57	95
	0	0	0	0	0	0
	611	473	1377	564	571	879
	2	0	0	0	0	0
	334	217	768	243	287	411
	29	16	67	34	43	50
	0	2	3	1	1	2
	1126	829	2573	951	888	1414
	1226	1033	3245	1346	1247	2020
	0	0	0	0	0	0
	4	2	5	0	4	6
	840	799	2531	861	748	1074
	189	115	328	125	136	183
	15	9	30	10	16	9
	0	0	0	1	0	2
	130	126	428	190	169	275
	1	1	3	4	0	0
	38	45	99	8	14	16
	7615	6725	18785	3074	2671	3646
	903	801	2159	830	729	1023
	1736	1722	4874	1771	1927	2505
	697	497	1669	552	569	789
	47	38	104	38	26	38
	0	0	3	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	82	71	231	118	101	116
	176	137	440	177	116	211
	986	743	2334	871	768	1279
	1	0	3	0	0	0
	14	7	33	8	21	18
	274	233	714	345	303	408
	140	109	340	114	134	158
	807	486	1473	534	639	847
	202	137	369	170	181	258
	498	300	911	353	353	537
	310	365	1104	348	320	555
	4	1	4	2	0	2
	1169	1066	3120	1220	1209	1694
	0	0	0	0	0	0
	202	51	220	110	117	115
	0	0	0	0	0	0
	1	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	342	242	763	303	292	441
	165	136	414	129	154	237
	340	217	706	284	316	392
	13	7	43	7	17	16
	101	54	217	105	78	119
	59	36	157	45	48	74
	352	347	1037	384	325	506
	892	840	2702	1039	852	1393
	0	0	1	2	0	0
	0	0	0	0	0	1
	58	68	138	59	57	97
	91	90	218	85	82	125
	577	415	1488	591	586	827
	1319	731	2618	1177	1280	1951
	17	8	23	6	13	10
	4187	3363	11254	3414	2733	4060
	42	24	110	39	40	57
	0	0	0	0	0	0
	559	405	1392	537	582	804
	107	96	304	83	95	157
	2130	2168	5965	2401	2196	3187
	0	3	5	7	6	0
	37	15	99	31	54	59
	3	3	16	0	1	4
	0	4	0	1	2	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	144	167	415	134	162	256
	0	0	0	0	0	0
	239	191	843	406	350	554
	0	2	5	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	750	720	1911	757	666	1133
	0	0	2	0	0	2
	0	0	0	0	0	0
	0	0	0	0	0	0
	51	66	169	66	68	88
	38	67	149	70	75	126
	0	0	0	0	0	0
	0	0	0	0	0	0
	187	221	528	266	209	374
	8	3	8	4	2	5
	111	160	397	137	126	232
	238	303	763	296	294	502
	725	842	2280	888	871	1424
	424	493	1636	473	520	806
	43	58	148	62	51	106
	148	120	390	133	113	194
	2126	2117	6045	2526	2134	3595
	292	223	835	337	321	433
	21	27	56	21	14	32
	1	3	14	2	4	10
	0	0	0	0	0	0
	0	0	0	0	0	0
	535	520	1507	503	600	705
	6	6	14	10	6	3
	0	0	0	0	0	0
	5	9	21	10	7	16
	0	0	0	0	0	0
	0	0	0	0	0	0
	13	10	30	13	10	26
	1612	1194	3400	1118	1224	1693
	607	570	1778	685	576	847
	68	59	138	52	67	83
	0	0	0	0	0	0
	517	352	1225	448	430	609
	2324	2219	5844	679	782	828
	33	29	100	43	64	58
	26	16	38	10	17	22
	25	14	57	24	33	36
	377	338	1085	380	393	528
	72	50	144	53	43	88
	675	513	1435	547	591	789
	3425	2683	9139	2858	2827	4443
	0	0	0	0	0	0
	24	26	111	44	33	68
	527	467	1400	541	464	762
	200	234	645	278	292	470
	121	72	218	109	107	151
	0	0	0	0	0	0
	514	526	1636	574	617	918
	178	236	531	210	191	270
	1047	1143	3199	1236	1101	1592
	3557	3261	10446	3714	3632	4972
	3218	3042	8822	3366	3065	4880
	119	67	208	80	109	121
	2073	1744	5347	1900	1810	2783
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	178	75	287	97	138	144
	2	8	15	7	8	9
	886	804	2613	1017	956	1308
	571	276	1034	418	523	540
	2059	1595	5113	1790	1722	2529
	5711	5193	17260	4963	4702	6969
	18	10	37	30	25	16
	274	242	713	309	325	547
	650	520	1464	550	560	772
	0	0	0	0	0	0
	1397	1622	4570	1746	1527	2360
	310	219	669	279	277	426
	46	30	129	52	43	90
	27	25	60	39	44	45
	23	16	59	20	16	26
	0	0	0	0	0	0
	3	4	6	3	5	12
	2538	2004	5796	2276	2277	3190
	0	0	0	0	0	0
	54	30	120	33	39	65
	107	72	272	100	104	164
	0	0	2	0	0	3
	446	365	1341	423	331	572
	430	373	1150	536	474	694
	87	91	249	117	102	174
	1	0	2	1	0	2
	67	88	236	119	107	172
	60	77	140	62	57	145
	7	10	52	27	15	17
	142	135	398	145	147	261
	17	18	68	17	12	24
	24	23	101	31	27	33
	83	101	260	104	74	162
	20	25	64	26	28	48
	59	67	190	68	88	144
	1	4	4	4	7	6
	31	28	87	21	30	38
	0	0	0	0	0	0
	1	2	5	1	2	0
	19	8	47	15	7	8
	72	72	175	83	77	117
	55	71	131	64	73	94
	35	29	80	27	40	78
	4	9	13	7	9	18
	12	20	48	29	13	26
	27	23	52	18	18	54
	20	11	23	18	20	18
	83	124	308	126	126	230
	85	75	216	82	92	128
	177	160	494	191	194	419
	772	659	1890	710	665	1006
	103	77	275	95	90	146
	342	265	802	324	297	486
	368	315	949	351	265	494
	52	37	163	64	58	74
	1867	1578	4801	1731	1729	2371
	0	0	0	0	0	0
	700	572	1866	704	684	1046
	0	0	0	0	0	3
	370	380	1042	390	472	595
	795	372	1288	515	691	908
	1428	1095	3497	1258	1206	1826
	107	103	299	118	118	166
	0	0	0	0	0	0
	14	7	26	6	19	15
	324	326	900	382	396	542
	1	0	0	0	0	0
	104	93	222	88	65	139
	0	0	2	1	3	2
	922	658	2097	754	653	1030
	20841	22747	58958	22745	21422	32309
	883	727	2455	811	893	1175
	517	309	1029	345	364	561
	0	0	0	0	0	1
	636	543	1661	785	811	1180
	2	3	4	5	1	2
	454	323	1015	320	357	526
	1382	1038	3241	1232	1280	2004
	415	398	1176	462	440	598
	225	210	638	223	236	369
	2	1	1	1	1	0
	121	114	334	113	134	176
	341	269	891	349	422	568
	669	474	1894	697	647	1018
	437	343	1171	317	318	411
	177	144	464	129	183	219
	0	0	2	0	0	2
	3	2	0	1	0	0
	5	1	4	2	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	3	4	12	2	1	3
	4	5	18	8	3	4
	462	310	1074	363	489	520
	47	56	130	60	53	97
	185	147	380	158	180	285
	81	55	140	64	67	88
	0	0	0	0	0	0
	41	46	115	57	47	60
	3	1	0	0	2	9
	243	218	569	194	205	237
	1135	1232	3574	1432	1273	1996
	63	51	158	66	45	68
	19	20	42	11	17	28
	281	253	857	265	301	404
	121	100	307	114	104	192
	0	0	0	0	2	0
	3731	2593	8297	3144	3143	4668
	3143	3087	9134	3767	3353	5186
	0	0	0	0	0	0
	884	773	2442	880	903	1307
	528	290	957	400	401	561
	0	0	0	0	0	0
	62	63	195	83	93	132
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	1
	0	0	0	0	0	0
	5	1	7	3	5	5
	0	0	0	0	0	0
	105	86	269	92	72	129
	219	172	523	213	194	305
	1233	893	2836	1217	1287	1682
	23	9	76	12	13	35
	675	579	1852	729	742	1075
	559	499	1572	586	493	712
	1051	1134	3132	1161	1048	1562
	759	555	1913	680	694	1005
	0	0	0	0	0	0
	3	0	0	0	0	0
	0	0	0	2	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	37	33	76	80	90	79
	1	2	9	5	3	7
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
