	V1	V2	V3	V4	V5	V6
NAME	Case1	Case2	Case3	NegCtrl1	NegCtrl2	NegCtrl3
CLASS_CvsI	Infected	Infected	Infected	Control	Control	Control
	4	3	27	5	10	7
	0	0	0	0	0	0
	679	703	1990	756	716	1531
	0	0	2	0	0	0
	0	0	0	0	0	0
	0	2	0	0	0	0
	118	135	403	159	152	224
	634	634	1706	625	548	925
	0	0	0	0	0	0
	467	442	1203	717	567	819
	0	0	0	1	0	0
	1174	1146	3050	1255	1268	2048
	1689	1542	4935	1732	1925	2736
	0	0	0	0	0	0
	26	17	84	31	21	29
	54	40	132	63	72	80
	60	49	151	43	34	61
	1059	848	2621	753	859	1043
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	4	0	1	0
	1	0	0	0	0	1
	315	223	676	204	244	277
	0	0	0	0	0	0
	2	2	3	3	2	3
	622	505	1501	469	445	575
	367	286	1090	380	350	563
	282	211	763	279	255	376
	917	842	2481	835	837	1293
	364	399	1281	458	407	614
	295	304	818	424	304	487
	0	2	3	0	1	1
	773	583	1561	653	615	906
	0	0	0	0	0	0
	1	0	8	1	2	0
	0	0	1	0	1	0
	182	176	542	198	199	293
	1008	876	2694	985	984	1379
	532	487	1496	539	461	780
	761	769	2416	827	858	1323
	353	394	1273	529	441	702
	60	41	136	74	51	68
	6	12	24	14	9	11
	104	104	305	102	108	156
	345	194	706	266	228	345
	0	0	0	0	0	0
	0	0	0	0	0	0
	151	116	332	225	140	220
	74	60	234	83	110	110
	0	0	0	3	0	0
	353	283	866	318	357	425
	1159	1231	3123	1314	1159	1745
	559	615	1949	697	525	1043
	208	231	747	284	267	455
	398	289	878	382	365	568
	1207	1135	3378	1351	1151	1808
	195	125	356	194	195	212
	3	1	10	4	5	2
	0	1	7	0	3	7
	0	0	0	0	0	0
	576	683	1950	772	754	1357
	305	246	700	347	323	516
	13	10	33	13	19	24
	790	964	2871	981	893	1622
	0	0	3	0	0	0
	2	1	3	1	0	1
	151	189	473	225	169	310
	615	749	1994	768	706	1193
	4	9	15	3	4	7
	1628	1831	5091	2073	1712	2884
	240	262	882	359	330	571
	0	0	0	0	0	0
	338	387	1057	439	377	627
	2	1	1	0	0	0
	0	2	0	1	0	2
	3	2	2	1	2	7
	697	713	2244	839	668	1224
	0	0	0	0	0	0
	0	0	0	0	0	0
	48	53	122	44	61	83
	375	361	1153	393	348	587
	0	0	1	0	0	0
	256	233	627	216	236	402
	427	468	1548	564	488	847
	0	0	0	0	0	0
	418	351	1199	423	447	936
	1478	1515	3983	1627	1627	2986
	13	17	51	19	12	33
	1	5	11	6	7	10
	13	23	43	20	12	22
	0	0	0	0	0	0
	79	43	164	74	70	98
	3288	3764	10695	4200	3435	5810
	833	868	2063	1343	1353	1789
	0	1	10	3	9	16
	0	0	0	0	0	0
	0	0	0	0	0	0
	1023	943	2910	1100	1043	1592
	12	5	31	7	16	14
	0	1	1	1	0	0
	4	2	5	0	4	9
	31	27	85	16	31	46
	82	82	237	13	12	44
	391	401	1198	473	433	845
	256	213	697	274	217	343
	43	48	137	65	59	68
	0	0	0	0	0	0
	15	7	21	16	22	26
	197	201	563	148	161	244
	0	0	0	0	0	0
	22	11	48	18	17	27
	1	0	1	0	0	3
	0	0	0	0	0	0
	0	0	0	0	2	9
	0	0	0	0	0	0
	0	0	2	0	0	0
	5	9	6	4	6	11
	0	0	3	0	0	0
	0	0	0	0	0	0
	0	0	3	0	0	0
	313	368	868	380	369	578
	477	456	1355	532	440	747
	125	107	403	182	154	204
	417	401	1235	481	523	902
	0	0	0	0	0	0
	0	0	0	2	0	0
	2037	2143	6722	2532	1930	3531
	2	5	8	8	6	15
	6	3	13	8	4	15
	2	6	3	4	5	3
	1	6	4	9	4	8
	56	58	112	42	42	42
	0	0	0	1	0	0
	72	96	181	52	73	104
	107	91	213	113	126	141
	56	61	157	69	53	99
	161	98	315	110	121	214
	41	34	139	25	32	52
	1317	1496	3783	1694	1672	2897
	366	355	968	389	366	595
	28	30	96	44	25	51
	1	2	7	1	0	4
	389	445	1282	410	378	666
	1284	1402	3562	1493	1345	2385
	94	86	226	92	63	85
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	1	2	1	1	0
	1	0	0	0	0	0
	0	0	0	0	0	0
	158	183	542	195	150	241
	286	263	981	373	289	572
	16	18	81	25	23	43
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	251	271	817	252	240	444
	158	117	354	98	114	153
	0	0	0	0	0	0
	43	26	68	24	34	44
	899	818	2216	982	996	1332
	997	1096	2887	1356	1348	2057
	0	0	0	0	0	0
	187	240	570	290	264	471
	934	836	2424	860	814	1267
	0	0	0	0	0	0
	1283	1043	3374	495	547	732
	79	76	191	73	62	91
	22	11	37	26	14	29
	6	2	18	5	10	7
	129	105	333	160	159	244
	0	0	0	0	0	0
	0	0	0	1	0	2
	3	2	1	2	3	3
	15	13	25	14	7	17
	3	1	14	2	2	10
	0	0	0	0	0	0
	0	0	0	0	0	0
	430	311	987	380	296	487
	390	297	864	411	363	502
	3536	2677	8411	2732	2719	3581
	702	542	1971	586	604	940
	11	8	26	14	14	15
	1188	1305	3963	1494	1238	2163
	0	1	0	0	0	0
	45	35	132	46	33	85
	7241	8104	24065	9891	8648	15499
	213	205	603	232	247	288
	17	27	101	30	34	59
	2443	1587	5074	1939	2042	2755
	8	16	11	12	9	9
	346	297	894	355	345	435
	845	692	2148	748	779	1158
	147	148	406	172	136	233
	97	71	288	109	134	151
	384	368	1197	470	409	660
	266	240	761	283	251	416
	1	0	0	0	1	0
	350	272	864	343	321	576
	0	0	0	0	0	0
	0	0	0	0	0	0
	24	18	79	25	12	40
	0	0	0	0	0	0
	3714	4361	12013	4741	4187	6647
	0	0	0	0	0	0
	36	21	93	45	46	74
	272	253	702	308	326	546
	0	1	0	1	1	3
	1496	1500	4056	1958	2080	3779
	0	0	0	0	0	0
	0	0	0	0	0	0
	1334	1498	4188	1844	1799	3588
	0	0	3	0	0	0
	1926	1830	5288	2186	2005	3261
	0	0	0	0	0	0
	0	0	0	0	0	0
	10	4	18	11	11	14
	218	198	623	266	202	366
	47	66	151	56	53	88
	0	5	9	3	6	5
	290	290	856	426	368	645
	50	63	181	92	76	131
	0	0	0	0	0	0
	3	0	5	1	2	3
	65	63	175	74	72	140
	91	64	258	84	117	114
	198	238	627	250	239	377
	12823	11719	35632	10133	9400	17365
	206	178	493	188	166	285
	314	393	893	340	317	613
	503	489	1527	528	413	816
	26	19	77	23	22	40
	0	0	0	0	0	0
	98	81	243	94	130	180
	200	236	617	252	200	326
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	1	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	48	41	137	39	52	58
	0	0	0	0	0	0
	0	0	0	0	0	0
	93	79	277	144	89	131
	136	121	395	127	139	161
	451	290	1045	373	348	557
	463	267	775	332	351	424
	308	228	612	280	270	395
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	1	2	0
	1	0	1	1	4	2
	282	366	851	323	255	471
	10	8	28	11	6	14
	0	0	3	0	0	1
	0	0	0	0	2	0
	518	333	1151	408	410	614
	681	466	1502	554	523	833
	568	324	1048	407	467	540
	0	3	1	1	1	3
	2269	1331	5025	1717	1875	2725
	91	68	221	102	103	160
	462	312	1055	389	399	549
	0	0	0	0	0	1
	1	0	1	0	0	0
	1	1	4	4	3	5
	1	1	5	0	2	5
	145	91	302	123	168	154
	178	90	311	137	122	250
	0	0	0	0	0	0
	61	42	100	56	44	78
	661	415	1369	499	621	738
	12	8	22	14	19	21
	1291	869	2898	1128	1135	1687
	337	237	741	301	293	383
	59	29	128	45	53	87
	74	65	203	50	79	109
	87	33	118	49	66	94
	12	8	24	4	6	16
	27	17	39	26	18	34
	45	20	49	32	30	34
	108	51	190	49	49	71
	0	0	0	0	0	0
	206	94	334	106	136	204
	56	22	48	32	39	39
	2	0	0	0	1	0
	0	0	0	0	0	0
	25	16	48	22	18	30
	0	0	4	0	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	2	0	5	0	0	0
	0	0	0	0	0	2
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	2412	2882	8862	3434	2820	4350
	12	19	54	26	22	7
	492	426	1397	551	564	848
	297	255	772	282	317	407
	109	80	220	78	70	87
	85	50	210	54	77	103
	1	0	16	2	0	8
	370	243	697	304	327	461
	0	0	0	0	0	0
	79	36	132	66	72	78
	149	151	303	147	142	229
	0	0	0	0	0	0
	1161	775	2357	877	1260	1527
	0	0	0	0	0	0
	49	21	76	35	42	52
	913	456	1617	566	613	874
	55	32	95	35	59	62
	207	155	458	146	192	268
	200	96	326	134	200	199
	0	0	0	0	0	0
	288	272	736	270	263	330
	383	358	1115	445	427	716
	0	0	2	0	0	2
	0	0	0	0	0	0
	0	2	1	0	3	2
	247	241	711	335	327	371
	4	0	15	2	5	1
	1088	1171	3560	1342	1129	1919
	18532	14579	49422	18557	17387	23458
	6	1	7	6	3	17
	5	8	22	6	5	7
	29	27	69	41	34	61
	0	0	0	0	0	0
	0	0	0	0	0	0
	349	186	659	233	252	284
	4	3	13	0	4	12
	168	123	372	134	175	308
	8	3	18	2	2	2
	353	238	718	314	274	392
	0	0	2	0	2	0
	227	120	452	130	189	214
	50	28	140	42	41	63
	700	496	1593	647	585	791
	404	200	737	325	387	410
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	23	23	43	33	32	59
	3	4	41	5	8	5
	1276	908	2781	1049	1095	1574
	48	28	83	26	44	49
	325	206	793	265	241	353
	11	8	40	10	16	13
	175	149	510	172	209	264
	170	95	302	99	144	189
	1	0	6	1	2	3
	104	56	279	84	97	112
	992	917	3023	1001	945	1492
	0	0	0	0	0	0
	0	0	2	1	1	1
	0	0	0	0	0	0
	23	11	36	25	11	15
	0	0	0	0	0	0
	98	88	243	97	72	140
	0	0	0	0	0	0
	122	94	351	101	146	162
	2590	2331	7405	2641	2975	3667
	65	32	141	46	49	59
	1	0	2	0	0	0
	0	0	0	0	0	0
	564	559	1680	645	577	1013
	44	52	128	41	38	77
	73	39	189	60	53	69
	113	121	326	142	140	218
	684	558	1735	623	545	794
	15	16	24	6	9	8
	0	1	2	2	3	2
	8624	7949	24450	8883	8703	12631
	0	0	0	0	0	0
	0	0	0	0	0	0
	21	16	73	25	17	26
	32	49	120	39	23	28
	0	0	3	0	2	0
	602	467	1368	467	549	711
	87	71	224	86	121	175
	523	317	1034	422	512	620
	36	27	74	27	41	53
	319	275	821	316	299	423
	38	12	72	48	39	54
	0	0	3	0	0	0
	6	1	7	0	2	2
	5	2	13	6	2	1
	2518	2492	7148	2586	2604	3305
	207	123	386	184	169	325
	81	81	296	98	84	149
	1	2	4	2	4	2
	26	22	94	26	27	19
	851	919	2590	488	411	574
	0	0	0	1	0	0
	2	0	6	2	0	0
	86	52	211	80	63	132
	156	96	302	124	122	160
	0	2	1	2	2	3
	1	1	8	0	5	0
	69	67	201	78	74	164
	0	0	7	0	0	0
	397	368	1102	458	430	652
	38	29	84	33	43	88
	115	135	426	144	193	320
	0	0	0	0	0	0
	0	0	0	0	0	0
	195	220	549	235	214	337
	88	94	262	93	77	170
	23	14	77	37	22	45
	409	337	1072	466	383	560
	0	0	0	0	0	0
	146	162	465	210	149	290
	1	0	0	1	1	1
	206	171	533	216	207	327
	68	56	175	86	71	111
	1652	1437	4263	1598	1279	1911
	882	776	2450	1033	1001	1491
	475	435	1180	490	520	766
	1	1	7	2	4	4
	46	38	98	37	58	61
	217	137	405	192	183	299
	0	2	2	2	0	0
	0	0	0	0	0	0
	9	18	28	16	20	31
	60	17	88	44	62	60
	612	534	1712	549	551	882
	326	270	828	297	290	531
	1811	1645	5633	1691	1459	2384
	691	587	1861	779	679	1113
	1	0	1	0	1	1
	213	101	428	160	216	274
	639	494	1419	499	562	765
	96	88	278	105	100	142
	100	47	173	73	73	118
	2	1	0	1	1	2
	57	35	142	58	50	108
	1	0	0	0	0	0
	559	402	1242	526	576	795
	1434	1385	4296	1728	1502	2448
	1137	1140	3146	1311	1137	1762
	3615	2734	9204	3632	3762	5298
	2	2	10	2	1	0
	103	83	233	131	133	150
	0	2	1	0	3	3
	0	0	0	0	0	0
	204	203	566	233	230	296
	0	0	0	0	0	0
	0	0	1	0	0	0
	131	117	336	109	105	182
	362	375	1179	515	343	606
	124	173	377	143	163	221
	660	697	1926	694	682	1006
	404	350	1130	364	284	543
	1914	2118	6003	2384	2072	3490
	458	444	1412	605	531	971
	0	0	0	0	0	0
	0	0	0	0	0	0
	39	46	152	60	55	76
	543	499	1897	601	663	1071
	0	0	0	2	1	3
	133	153	510	152	152	240
	2	1	0	5	1	1
	2	2	0	2	1	1
	188	179	473	172	165	285
	418	385	1102	482	444	627
	4	2	13	6	6	5
	1	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	25	26	80	36	28	82
	2749	2797	7657	2977	2826	4489
	580	560	1567	658	581	942
	374	351	1117	356	361	563
	551	602	1821	738	652	1176
	0	2	0	0	0	0
	2250	2386	7358	2593	2173	3823
	2280	2364	6887	2579	2414	4668
	0	0	0	0	0	0
	287	280	751	369	326	464
	271	265	797	240	226	442
	0	0	0	0	0	0
	0	0	0	1	0	1
	147	150	469	174	158	266
	0	0	0	0	0	0
	0	0	0	0	1	0
	579	613	1873	738	655	1293
	982	985	2892	1195	978	1561
	1	2	4	3	3	1
	0	0	0	0	0	0
	1407	1344	3791	1430	1398	2012
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1453	1369	4002	1581	1511	2462
	716	814	2288	944	811	1394
	348	332	904	355	310	591
	0	0	0	0	0	0
	5	11	9	4	13	11
	139	172	546	236	187	266
	454	509	1543	588	472	796
	0	0	0	0	0	0
	1	2	3	1	4	2
	345	341	958	419	332	597
	1577	1472	4302	1748	1587	2327
	1	4	5	0	4	0
	158	173	592	224	163	254
	27	11	52	30	28	20
	15	18	47	23	24	28
	227	239	745	287	222	325
	0	0	0	0	0	0
	9750	10624	28956	11770	9041	13516
	1237	1378	3684	1561	1724	2591
	1250	1265	3836	1450	1415	2549
	170	224	533	234	276	380
	120	108	289	154	114	203
	550	581	1612	601	652	1085
	30	24	52	18	27	32
	0	0	0	0	0	0
	60	71	142	93	60	93
	1244	1341	3558	1557	1263	2123
	150	149	438	187	186	403
	61	86	200	88	94	169
	48	54	129	41	49	58
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	4	2	8	5	1	6
	453	465	1275	491	505	1078
	6	3	24	9	15	15
	105	134	398	163	171	301
	133	115	285	121	96	191
	136	118	369	199	129	223
	8	6	9	8	13	11
	280	325	960	322	329	581
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	2	1	5	8	9
	2	1	4	3	5	4
	0	0	4	1	1	4
	0	0	0	0	0	0
	2	0	4	3	2	2
	566	640	1882	770	635	1302
	0	0	0	0	0	0
	0	0	0	0	0	0
	3	6	44	19	9	10
	1711	1854	5215	2199	1949	3172
	0	0	0	0	1	0
	0	0	1	1	0	0
	356	331	937	418	400	604
	353	293	983	281	261	466
	268	372	897	378	345	598
	38	39	128	44	47	92
	54	45	124	37	54	82
	0	0	0	0	0	0
	0	0	0	0	0	0
	16	16	57	15	14	30
	573	580	1624	643	525	1075
	32	47	96	35	32	48
	36	34	122	67	61	107
	247	195	704	267	285	365
	382	443	1237	471	491	726
	303	237	770	310	298	459
	737	772	2183	844	693	1175
	233	296	786	296	316	505
	233	239	760	310	270	494
	965	1026	2976	1176	1060	1975
	239	208	628	271	230	373
	13	15	53	20	20	19
	3	6	2	4	1	7
	0	1	2	0	0	4
	0	0	0	0	0	0
	1130	1270	3139	1385	1337	2505
	945	1013	2744	1156	962	1752
	1	0	8	2	0	4
	680	613	1852	634	609	898
	2	3	15	2	6	6
	239	258	806	285	220	332
	0	1	0	0	0	0
	79	77	267	110	84	177
	0	0	0	0	0	0
	0	0	0	0	0	0
	15	21	46	12	21	35
	331	293	1007	371	313	439
	1	5	4	1	1	2
	2100	2023	6395	2048	2117	3114
	4	4	6	2	4	2
	0	0	0	1	1	1
	2095	1818	5430	2084	1985	3076
	588	485	1604	583	554	740
	0	0	0	0	0	0
	1083	1048	2977	1096	960	1575
	4	8	30	11	7	20
	0	0	0	0	0	0
	0	0	0	0	0	0
	313	271	792	311	294	346
	14	8	16	6	14	13
	0	0	0	0	0	0
	1012	1055	2546	1258	1266	1855
	11	11	37	22	20	17
	112	115	396	156	143	200
	1617	1513	4597	1659	1725	2593
	2362	2152	6246	2111	1985	2936
	0	0	0	0	0	0
	581	496	1394	555	649	809
	22	17	65	17	18	42
	95	57	195	67	107	135
	0	0	0	0	0	1
	876	963	2836	931	929	1489
	3	2	3	3	1	2
	399	279	823	323	366	488
	37	26	83	33	46	49
	0	0	0	0	0	2
	1	2	2	1	0	3
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	11	10	30	7	8	8
	1	0	0	0	0	0
	2	1	3	0	0	3
	279	208	648	291	303	431
	1681	1691	5130	1952	1893	2655
	2	4	6	2	10	2
	186	142	508	197	179	254
	3490	2456	8034	3084	2918	4193
	464	329	970	426	430	627
	101	81	236	98	110	131
	9	12	25	13	9	10
	224	177	577	166	186	257
	421	457	1282	561	475	750
	806	611	1868	739	726	1110
	197	175	555	212	224	312
	311	221	723	299	301	354
	5	3	14	5	2	4
	0	0	0	0	0	0
	0	0	0	0	0	0
	20377	14068	46160	15461	15569	23215
	754	586	1997	759	711	969
	24	21	75	18	36	43
	176	136	452	205	180	264
	42	31	136	47	34	46
	756	626	1878	714	539	663
	126	76	230	68	55	94
	1400	1388	3691	1414	1215	1887
	561	564	1472	537	522	785
	1	1	12	1	0	4
	3	0	2	2	5	2
	80	75	234	91	71	126
	10	13	18	12	12	17
	248	224	664	256	207	354
	528	616	1592	665	705	1106
	2	1	0	0	2	3
	0	0	0	0	0	0
	303	204	665	256	285	431
	34	30	85	33	32	63
	30	40	82	36	25	45
	70	47	134	52	47	80
	51	51	133	47	60	89
	92	79	226	100	116	122
	461	357	1163	421	467	538
	790	485	1690	635	711	897
	3	1	3	0	4	0
	1825	1657	4983	1856	1757	2489
	0	0	0	0	0	0
	212	172	559	168	222	322
	1308	959	2855	1154	1155	1510
	502	440	1332	486	516	666
	0	1	2	0	0	0
	149	122	317	180	140	163
	1	0	7	2	2	5
	64	38	171	101	63	107
	59	75	188	79	80	136
	503	357	1265	430	438	603
	276	243	813	352	335	462
	472	372	1150	448	454	667
	23	20	26	18	16	25
	4	5	14	4	8	3
	508	452	1358	544	510	794
	75	39	178	53	62	96
	464	398	1232	444	517	660
	32	28	75	28	46	53
	258	239	695	251	272	327
	524	355	1196	438	425	638
	107	107	344	127	109	211
	2575	1929	6240	2187	2447	3167
	7	3	12	2	2	9
	1571	1637	5302	1835	1753	2579
	155	118	357	147	175	197
	0	0	0	0	1	0
	0	0	0	0	0	0
	7	5	9	3	8	5
	0	1	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	2	0	1	1
	116	100	277	97	111	158
	71	44	159	74	34	62
	1	8	11	5	3	3
	955	753	2025	872	978	1067
	0	0	0	0	0	0
	85	95	218	54	71	95
	239	224	717	253	232	407
	105	153	359	97	113	241
	2	4	9	1	3	0
	0	0	4	1	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	1	0	0	1
	0	4	8	2	4	3
	0	0	0	1	0	0
	77	94	227	107	74	172
	2770	3270	9228	3777	3217	5570
	53	32	160	57	64	108
	0	2	1	1	0	0
	89	80	268	75	95	149
	530	453	1281	479	495	815
	1122	1218	3632	1328	1174	2121
	531	547	1641	691	633	1027
	758	901	2349	838	955	1970
	983	1116	3160	1409	1089	2073
	0	0	0	0	0	0
	2	4	16	10	10	17
	0	0	0	0	0	0
	1067	1059	3153	1247	1094	1863
	67	70	165	101	83	109
	1393	1227	3381	1148	1136	1787
	1	0	0	2	0	0
	0	0	0	0	0	0
	1	0	4	1	1	6
	81	94	245	101	96	180
	164	162	529	181	199	333
	281	257	771	293	256	460
	989	1134	3505	1320	1082	1654
	5	6	35	4	10	12
	0	0	5	1	3	0
	16	19	29	8	4	15
	599	608	1635	564	528	903
	2	0	1	2	1	0
	0	0	0	0	0	0
	0	0	0	2	0	0
	692	728	1991	753	786	1498
	0	0	0	1	0	0
	588	645	1812	805	668	1186
	192	180	545	242	184	308
	196	231	752	284	267	456
	568	565	1777	692	624	1018
	28	15	66	26	25	28
	14	17	44	22	12	22
	88	52	149	74	65	85
	0	1	0	1	1	0
	1678	1544	4179	1874	1731	2084
	340	387	1163	441	456	981
	422	557	1782	613	589	1045
	3	4	4	5	10	18
	1	0	2	0	0	0
	10	11	40	4	0	2
	49	60	230	50	42	63
	0	0	0	0	0	0
	0	0	0	0	0	0
	6	3	1	2	1	7
	0	0	0	0	0	0
	0	0	0	0	0	0
	814	818	2317	986	895	1272
	926	660	1763	797	822	1730
	652	692	2305	826	673	1287
	467	571	1560	656	627	872
	0	0	0	0	0	0
	0	0	0	1	0	0
	13606	8229	31045	11869	11074	14329
	174	139	482	236	189	253
	1263	998	3955	1772	1654	2484
	1	0	3	5	3	2
	0	0	0	0	0	0
	6	1	4	4	0	4
	0	0	0	0	0	0
	0	0	0	0	0	0
	7	7	25	10	20	10
	11	9	35	13	30	33
	1	1	11	3	1	10
	0	0	0	0	0	0
	1553	1312	4597	2107	1826	2963
	511	491	1460	540	432	659
	0	0	0	0	0	0
	2	1	0	0	0	0
	715	777	2232	833	753	1268
	0	0	0	0	0	0
	35	42	82	48	45	42
	290	251	824	317	265	362
	943	955	2907	1178	1029	1676
	355	344	1087	418	373	684
	463	431	1309	550	479	960
	37	44	116	59	50	86
	5	6	22	5	1	5
	15	10	54	23	18	36
	0	1	0	0	1	0
	444	453	1530	505	435	750
	503	537	1552	616	547	838
	433	389	1190	469	434	697
	410	292	923	295	306	521
	26	22	75	29	19	43
	220	135	444	163	133	220
	344	233	759	258	240	318
	33	27	61	22	12	23
	18	30	66	8	19	16
	329	255	748	221	244	334
	1210	1084	3166	1030	896	1372
	551	438	1329	574	609	829
	456	493	1529	566	480	727
	181	180	643	246	212	361
	2	2	11	1	3	2
	84	85	245	83	73	124
	215	164	535	178	168	222
	98	95	270	84	107	138
	3663	3968	10977	5226	4371	7154
	2	0	1	0	0	5
	260	273	836	366	267	452
	1879	1935	5362	1931	1622	2770
	6	6	18	6	13	16
	294	286	966	337	267	435
	5	8	23	4	5	7
	8	8	15	4	11	4
	268	257	767	358	267	413
	8	3	8	6	7	11
	0	0	0	0	0	0
	14	7	16	8	8	7
	0	0	0	0	0	0
	234	213	717	229	218	350
	757	694	2208	816	873	1550
	2311	2406	6966	2784	2465	4320
	317	302	988	351	400	962
	1	1	0	0	0	0
	214	231	616	219	214	408
	2	3	3	1	0	0
	66	31	141	38	48	59
	1148	1140	3574	1382	1358	2061
	22	31	61	27	32	49
	42	43	100	44	40	70
	287	289	791	308	279	525
	212	199	572	247	259	431
	92	109	267	126	124	172
	190	119	449	212	177	269
	3	3	17	10	7	13
	34	28	59	43	69	51
	331	305	941	334	350	546
	182	153	561	196	174	293
	0	0	0	1	0	1
	753	650	1859	600	598	863
	347	194	734	277	311	350
	0	0	0	0	0	0
	13	6	22	12	16	22
	240	214	784	284	237	368
	305	304	860	317	314	464
	42	50	138	45	53	76
	49	39	84	39	52	53
	0	0	0	0	0	1
	0	1	5	0	1	1
	0	2	5	1	1	0
	58	31	126	48	53	67
	24	18	49	19	18	44
	971	740	2457	989	852	1268
	0	0	0	0	0	0
	610	732	2065	916	710	1268
	209	163	442	171	181	234
	8	0	14	2	4	4
	46	36	108	34	29	41
	4	0	1	0	1	1
	314	221	791	277	295	420
	352	338	1031	441	365	587
	4	6	36	6	5	13
	596	555	1650	585	590	798
	79	66	182	80	65	84
	1719	1743	5492	2137	1781	2903
	628	491	1446	586	534	805
	0	0	0	0	1	1
	283	216	672	259	253	357
	4	9	9	0	2	4
	131	86	268	94	111	130
	72	69	156	86	85	73
	846	741	2127	750	734	1061
	0	0	0	0	0	0
	1	0	2	0	0	0
	68	57	240	49	56	79
	249	268	744	315	312	548
	1236	1014	3252	1318	1217	1746
	210	158	464	235	243	314
	569	522	1612	550	516	875
	280	260	728	275	276	406
	134	114	345	143	123	177
	1	0	0	0	1	0
	303	327	991	410	389	717
	17256	14823	41143	15638	15302	21033
	9270	10042	29250	12021	11542	17877
	180	195	531	226	162	352
	1861	1743	4823	1574	1417	2297
	1074	1106	3240	1315	1145	1948
	274	247	855	394	347	549
	1077	1137	3418	1278	1100	1716
	204	184	573	193	189	300
	0	0	0	0	0	0
	410	428	1525	490	350	684
	2	1	1	1	6	4
	389	377	1077	412	424	573
	834	852	2521	997	805	1528
	0	0	0	0	0	0
	612	507	1601	622	717	1163
	1419	1526	4198	1812	1585	2563
	767	655	2065	774	734	1083
	391	340	1037	397	368	568
	0	0	0	0	1	0
	1	0	12	1	1	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	483	464	1454	651	564	900
	0	0	0	0	0	2
	165	168	470	201	194	225
	1110	1202	3298	1366	1110	1854
	162	130	375	187	136	247
	0	5	19	11	5	17
	458	427	1243	410	420	741
	97	92	258	94	89	120
	104	53	253	100	104	106
	494	515	1673	639	529	936
	1852	2165	6390	2515	1966	3171
	0	0	0	0	0	0
	0	0	0	1	1	0
	0	5	20	2	11	9
	997	805	2382	1196	1289	1752
	281	199	736	294	287	472
	4	2	18	11	7	4
	2	1	9	1	4	1
	123	150	399	168	153	239
	18	11	52	19	18	12
	8	6	14	10	6	12
	0	1	3	4	6	3
	405	376	1207	444	522	752
	145	166	491	181	185	321
	0	0	0	0	0	0
	1210	1237	3711	1467	1294	2540
	0	0	4	0	1	0
	915	1028	2872	1137	1021	1650
	75	60	177	79	64	93
	976	1045	3178	1267	1033	1714
	1	0	0	0	0	0
	65	64	201	83	54	78
	0	0	7	0	0	0
	0	0	0	0	0	0
	81	77	228	95	105	156
	1231	1226	3511	1314	1114	1855
	5	1	5	3	3	5
	437	438	1261	498	490	743
	2056	2123	6508	2242	2001	3233
	23	9	47	21	19	36
	7	6	19	12	7	11
	2731	2810	7963	3436	2961	4619
	524	483	1466	611	529	951
	167	147	511	131	114	218
	31	15	98	16	26	21
	379	401	1196	413	388	613
	147	140	363	152	140	192
	9	1	4	3	4	4
	88	120	284	125	96	115
	0	0	0	0	0	0
	0	0	0	0	0	0
	709	482	1368	578	649	852
	1168	1243	3737	1429	1238	1850
	18	22	42	19	21	24
	15	16	29	16	16	18
	1	0	3	1	0	4
	51	68	200	52	55	110
	418	464	1378	478	482	878
	164	176	583	211	157	286
	2017	2222	6681	2461	1950	3478
	1001	1129	2564	919	1182	1890
	0	0	0	0	0	0
	0	0	0	0	0	0
	393	282	1067	406	368	577
	7	1	7	10	4	3
	0	0	0	0	0	0
	16	21	60	24	28	22
	0	0	0	0	0	0
	0	0	0	0	0	0
	38	32	103	45	59	59
	418	410	1052	628	793	1419
	0	0	1	0	0	2
	47	30	77	38	33	37
	121	131	287	121	111	236
	87	109	355	128	125	233
	734	721	2169	792	746	1288
