	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
ZNF526	11.2307096226849	10.4803722262315	15.0459990045065	25.7748702424706	13.1847682278424	16.6345275803083	1.60238139964738	13.3550059232252	21.5816609010182	4.83479949558403
ZNF527	3.51489402645516	3.01355482460686	2.0766564505443	2.31003943285603	2.55324652196978	0.560660799546653	0.526574993824459	1.46290851085671	1.11981647980897	2.54210091563958
ZNF528	11.0059449601643	11.585388025876	10.44576859375	9.29576477677933	7.76421323616421	13.3253231577129	3.17846345627594	13.7973024265443	22.2494712880028	5.7541482390585
ZNF528-AS1	3.71683933873264	5.91016321171848	7.5950808188262	3.42843624809442	7.0620470973795	6.86484641381959	4.10294995188162	14.2483038375814	17.8661922722341	2.12222779657424
ZNF529	4.42643667932305	4.9697497012612	3.81384886102979	1.81819906932389	4.32373626577585	5.73674547835018	3.3156772999919	10.0750510931755	8.22632131561759	2.50106418812773
ZNF529-AS1	1.85577177639585	1.26276018927626	2.78455896260596	2.7103115103202	2.99566030724592	0.493356973732877	0	0.643647742403186	2.62770535559221	2.23693758450319
ZNF530	0.676086609511816	0.552051884301647	2.15572382628823	2.96222629803974	0.595290427843195	1.0784258535213	0	1.4069454835436	0.957314055130575	0
ZNF532	44.0568775738873	20.402130352546	19.7574576334551	11.1962784795208	21.5834247692621	62.9532332755796	3.40293196578116	42.1485596108483	42.81707466719	9.92527577814898
ZNF534	0.172475281749507	0.281665996473515	0.582292550677607	0	0.303727016096879	1.10046139246181	1.03355799336817	0	0.732656182174498	0
ZNF536	0.130626272977627	0	0	0.572329899136214	0.115015693010933	1.66689590293672	0	0	0	0
ZNF540	2.19204049944432	2.52690233224803	1.01575930351901	0	2.04361330871751	0.411355780424334	0.772694176984546	1.60999985907555	11.5025016070118	0
ZNF541	0.121492255393477	0	0.410169124311895	0	0.106973242296634	1.16275389018762	0	0	0	0
ZNF542P	3.49698230636299	4.92314926671991	2.84975712488339	0	2.12349869036602	5.00099869685175	2.16782728800909	3.5131638715947	6.14681353010707	3.4884779302892
ZNF543	9.80893569832645	13.2655524469221	9.14136183420138	4.02910942814673	10.1211472132283	11.2457312784949	1.83687623862017	17.8609632062647	9.76577081849666	4.4338649032673
ZNF544	9.16975256599587	12.0311506969298	10.4075110076349	3.43390008080687	10.8342280396148	10.5012016385154	3.28759099525769	6.19769624243356	22.6388323519695	1.13365864003994
ZNF546	5.01148824861883	3.5805713430752	2.89037174053119	1.09787430142235	3.47491226208711	4.1967584749406	1.50156697397174	2.60724390116133	2.12882553952165	0.906123255042997
ZNF547	1.42654653579308	1.03540672918908	1.42700842576373	0	1.95388066156717	0	0	1.97910857116181	0.67331267414523	1.14636781761886
ZNF548	5.14049685699911	6.2961333715857	6.50804784079035	4.82629890922299	6.38514445518191	9.95666602824191	3.30047394278937	28.2718170351672	11.6980017270744	4.64724600111161
ZNF549	2.98650457958563	3.28464624209609	4.32116421458232	1.60226466104768	2.73693098258783	5.44431303829633	1.8261863672024	8.62483812856205	7.50824539488686	1.32241848472812
ZNF550	8.22693870953233	5.99139620216426	7.75695635722797	2.92262901314359	7.92899466761499	21.9895419859151	0	13.8813827047481	15.1122759746817	7.2365172713538
ZNF551	3.96832507171357	3.92763258531429	9.47293281997527	5.26876950523121	9.5293301850255	8.43983456617157	4.32366998969281	8.50838539176348	12.2596451015106	0.869708775943884
ZNF552	8.89283475953892	12.6687503847116	23.8480846048009	16.5801425112763	19.825123019073	16.2976160018101	2.26767257293691	18.8998578304593	25.7196881509554	0
ZNF554	2.30100271072043	2.61406772315345	2.36429522655282	2.63000420836042	2.64263458105873	1.59579555363624	3.59706703724134	2.49830510592795	11.4743056388563	0.723552162261469
ZNF555	1.7214010384304	2.70306369245099	2.83129697961177	0.580169116907103	3.14795878203055	5.49161411571873	0.793499569247066	7.71563500715483	2.24994579381895	1.43651616949102
ZNF556	0	0	0.0968125582431737	0	0.22724084707522	0	0	0.358049862179563	0.365436510701275	0.622184419419545
ZNF557	8.73999547633972	10.7449292868998	6.5202812494438	5.16319284245926	6.57145227638536	10.0251096534322	0.588476586257027	6.130803422387	7.92589213503271	0.710234480511215
ZNF558	6.78378849301716	5.42619027135366	4.12871789084493	2.42634251976523	6.46068628475254	13.2499861905101	2.07407384348483	8.64315713819504	13.52625001005	2.00256566622477
ZNF559	4.25222893877169	3.67635790443604	3.3778633766862	3.65310673494064	3.89088949922072	5.85176794408151	0.499636836245646	8.67543783712387	8.14606093042225	1.20602694184405
ZNF559-ZNF177	1.45588835418277	1.51300716523674	0.595783531842382	0	0.466145979771432	0.422234133615991	0	1.10171766626185	1.68666952119133	0
ZNF560	0	0	0.637082840731356	0	0.166152967264208	0	0	0	0	0
ZNF561	13.5465599266104	19.3389800002599	11.1054938718224	7.07522864365233	12.2436339860531	12.8790117992308	7.52641390284883	10.8281684684462	18.2922306194176	8.43482310476414
ZNF561-AS1	1.40108125568347	2.51688612084806	1.97090845376757	0	1.4186907204867	2.45835141612194	0	0	3.27340218442363	0.506656803327646
ZNF562	13.3764633887147	11.0642694808876	8.45531532138519	4.18628863176357	8.71870534319688	12.4695577303565	3.90382045030051	12.1107300104351	28.5953648678604	9.73717183007116
ZNF563	6.55533291614645	7.13692365774725	5.81229002639839	6.96284453336211	8.57044668129638	6.33721971528321	0	1.65354393675339	10.9697699605031	1.43668436012086
ZNF564	1.56271469703408	2.29683482230724	1.93448558629369	2.73877015563442	1.6511537205554	0.49853729011913	0.936456662131588	4.55284292837224	7.3020657183896	0
ZNF565	3.43362377246629	0.700922946448258	2.57605163831267	1.25368191161661	1.7635836581006	3.1949013839079	0	4.16816052562083	3.64641480599572	2.06943606034105
ZNF566	5.49751987007684	2.56511193393917	2.25864101704742	3.82333327929369	2.91968783055881	6.12444714777116	1.56875636179026	7.26375495747091	5.93088627397051	0
ZNF567	13.1689477930207	10.948483686802	9.29609595564206	4.19627823591912	12.965523809393	9.16616318175003	0.71740826847041	22.9203451571864	8.64531193119243	2.59752775609489
ZNF568	5.15386188425035	3.91473053909783	2.69766136649623	1.57543857050561	2.84940806570997	4.20605509851699	1.79561124311445	6.98388833645402	2.03656214589397	2.16712958210453
ZNF569	6.99040666449588	2.57778294141012	2.91831188825446	0.987999321495311	2.58113467208167	5.75504450698925	0.675645267195817	2.8155739162302	5.74731966830186	0
ZNF57	5.35370992893544	7.5508060440174	3.28629479117362	4.26489207970781	5.99952340832328	8.53970352080569	0	1.01283123664735	4.13490468390737	3.52000032122555
ZNF570	10.9559910841583	5.47111170191422	5.50241289242615	1.58687306968315	4.54430759602585	8.3768791442992	5.96852437764912	16.958355864326	7.30791111201623	3.27428784283068
ZNF571	3.55288522960837	2.97546005939644	1.6403241182748	0	3.52935880914894	4.06876455238013	3.27548646287457	6.44570497703989	7.35264381534365	0
ZNF571-AS1	0.372118995168203	0.364620135190152	0.837538831281253	0.652165363418934	0.262118932960038	0	1.78393823411197	1.23901555150333	0	0
ZNF572	1.55275107983823	1.69051153588161	3.10650766511592	3.02367577585142	2.8862868867986	0.550398551842932	1.03387329476944	0.718065830984884	1.46575937849309	0
ZNF573	5.18628647917153	6.10600701120416	5.42926643540733	3.17070031773543	5.84086678588095	3.84774248867803	0	13.0516772538238	6.14812443083859	1.74461095042188
ZNF574	6.54090988182871	2.76936372544724	5.04358385991713	3.18428224242053	2.9862695225837	9.27413897421014	0.725859211877108	8.57034407741779	6.17446036757382	4.38021029477842
ZNF575	0.877632602198378	0.859946743423329	2.37037526216247	0	2.78190191559124	3.359788552963	0	8.0360079868569	4.47370506769121	0
ZNF576	6.01126647736153	6.63302788305555	3.65668346963875	2.84734535858689	4.14847826596787	7.77451789546595	0.973581344514282	4.05714414358251	3.45070327686035	2.35003756004831
ZNF577	11.1452562491054	10.4533339823057	5.93225073932672	2.63957634973128	5.37081170095306	8.16817834886797	2.25634930775913	13.477263800352	7.9972690457729	1.08927839501041
ZNF578	0.582008988826292	0.543124259004208	1.49707911294472	0.728580505236765	0.439247670882828	1.06098585883042	0	0.346048190821589	1.05956172655844	0
ZNF579	5.11035947762019	4.45100145752605	4.02571111918768	5.97084891159094	3.44972595978589	2.1737427143869	3.0623825243261	3.54490932826574	5.78886655747031	2.46400022485788
ZNF580	13.0310241672036	20.2166742468853	21.5081515723406	47.5787691687834	23.5211729936914	20.0929290074089	3.90442011550025	23.502040953602	26.7546117585081	7.85376415757313
ZNF581	10.7228990303093	15.2518260952842	9.73158651208906	9.09321944334033	8.22319997434403	12.138392038136	2.07280529679157	11.5171610714053	7.34672667079565	7.50502820782401
ZNF582	3.20757687411226	2.48126723042683	1.89983808325559	0	1.33780417493059	2.69284545215094	2.02330546880849	4.21579664591364	4.30276947107495	0
ZNF582-AS1	3.82680052392116	0.892781829324944	0.307610322808422	0	2.88812243339294	0	3.27601417134289	1.13766060607465	1.16113079813928	0
ZNF583	2.17517864944859	1.1458843702688	1.02652541595262	2.45945637549403	1.11207046799442	0.895387817836789	1.26142803731547	0.584074390562891	2.38449590208454	1.52242197516033
ZNF584	1.84819100933541	3.01824445240737	5.54636826048474	6.74809994093202	4.61074484158178	3.43939138632568	0.922940266953763	5.12814769927767	9.81364224407753	0
ZNF585A	6.93922023136975	2.66137450042167	1.65648644924126	0	2.77724731115913	5.70208397471634	1.57512393579393	3.93834879080053	4.24290879398154	0.76040906734785
ZNF585B	12.304274026597	5.14599067422917	6.67010014239312	1.97232870653508	6.80418222575693	11.0100154995081	4.94552975096795	7.80651298079215	18.8034488802946	2.1704645122123
ZNF586	6.91452775061944	10.7863684956106	8.36206105257754	4.52171952246394	11.7220615206054	10.5355121339628	3.71062408057031	17.610695538815	13.5901036974189	3.73197114348913
ZNF587	13.5368115053404	20.4738197738576	18.4364132232698	10.1097604990218	17.4722962417836	19.3842390564871	4.60905298552185	35.2128624148687	29.4048913261956	13.3504377748318
ZNF587B	6.49441516947566	13.7355123103343	13.4190370639589	27.9883542730825	14.9988085208082	25.1339001350986	7.01795995158065	30.574842956292	27.1353119881421	6.9300006324128
ZNF587P1	0	0	0.459196073514159	0	0	1.30173625753328	0	0	0	0
ZNF589	13.8287938046813	15.3902586169484	18.4443617573809	11.6691649621565	14.701603367362	15.6859101143225	3.68306827776223	13.2165212122844	16.0999902173441	11.8536218026128
ZNF592	33.7670590342972	18.2686708174283	18.1841645111607	25.4143825467717	26.3268463701747	45.8211162651716	6.62082864030128	41.9606458998039	39.5996640881898	10.4877958288823
ZNF593	14.679484328246	5.04690055976314	1.73892283576673	6.77022485877114	3.40136914542918	7.39428874156201	4.62983150307953	0	9.84581812028762	0
ZNF594	17.2865140971273	13.9408724896099	8.88622378941626	0.935057471060468	11.5564404670891	16.3399829700329	1.2788817585865	11.102923556455	9.06558347679313	2.3152303999608
ZNF595	9.35620238627672	10.8131353810349	6.96542824873933	1.26133993296525	10.7728779958566	10.5616565074182	1.72513955726863	37.1435040025563	13.4518584040987	4.16415410869339
ZNF596	1.6943801730059	2.45960799583663	2.43646012508062	2.47460282787307	2.56936979520902	1.8018040475444	0	1.56712369771535	1.19959035686593	0
ZNF597	3.40379952804467	3.20045107537779	3.25013336146954	0.903849096593193	2.5429313151456	2.63243691838939	1.85429691423721	3.86364729996645	4.81965636236585	0.745985842287814
ZNF598	23.8302185302434	18.0824894284257	16.7949082737683	22.1476689782996	24.1615196805937	106.355647470673	4.32735049191856	45.5836563632962	50.6140843825639	8.70449111143666
ZNF599	2.41224400894873	0.407522930917777	1.12330476462531	2.91560794035622	0.952123217764498	0.796090507254507	1.49538314175065	0.69240176319119	1.06002924901464	0.601594407010455
ZNF600	10.8009301691459	6.63112293535795	6.12318578096953	2.84652762585898	6.1494253429942	6.47690426816891	1.45995261067815	8.78795442894596	4.4846259445078	3.52404397466751
ZNF605	11.3882436588533	11.2611241383372	8.17162020568971	2.28884380039741	7.17548763079345	11.4991913220892	1.87827636814385	9.56660548075113	22.8565583778929	4.91161323225874
ZNF606	5.70361186142251	5.68544750681372	4.00123069793713	3.894541922688	6.06552995269776	7.56183451134462	3.55105347505353	7.39904060972401	7.86633798739417	1.0714447605145
ZNF607	4.44933417131522	2.94572443898572	1.89458656399505	3.16126170313873	3.70585062750992	9.97434994183912	0.720611664948802	5.50542584172931	6.12982255075529	0
ZNF608	21.1610127497643	21.6151999414531	24.6413555496514	21.4784943511434	26.4734820837657	45.613425204377	2.93762206898661	41.4859888564217	19.7826695199307	15.3635148374554
ZNF609	42.7708509868459	25.8499479876177	29.6363447366506	40.5073196057982	30.5469459270053	38.2827822329814	13.1509843982784	72.2936726681195	56.132218695682	19.924387551402
ZNF610	9.56391965371986	9.63150047636872	2.15257866253875	1.39678821776225	2.10524426250352	5.5936502205052	0	7.29763746720771	4.73975686286676	0
ZNF611	18.8304497520816	10.7243106606383	11.3078639132777	6.93313457837224	10.4496455559072	12.6203585124589	0.948247526651991	21.4043489938373	19.1571961971125	2.86110826333526
ZNF613	3.96308178539557	5.75291649584213	3.46881933965822	2.57243944802516	6.33274375853901	4.21434157188429	3.51833548949309	6.71996307647364	11.2231594041794	3.18471869187445
ZNF614	6.13521845638533	3.12076707207833	7.13072785828016	0.881345295504264	5.57914065483238	9.62585694259895	0.602709703050723	6.69769103743468	12.390006939206	0.72741247968417
ZNF615	11.200082796875	8.29678303536399	7.27663585991731	1.01180167346274	9.45494511818037	9.20889369610622	0	16.339296242329	14.2239708083208	0
ZNF616	17.7489613050584	11.6694790607444	12.5810553322581	1.00994591331169	13.5982676477219	18.0163269195263	3.4532674345366	14.870269739764	20.0728682444176	8.33552144541285
ZNF618	17.155925596094	5.69234392873131	7.17104715651031	8.1133164621098	6.42591480617985	14.7686391082431	1.63185509449837	5.44026146525836	10.179574666738	2.75728838721577
ZNF619	5.62257771326236	8.31588342092655	7.87946351918612	0	6.53859144670011	6.76873552031938	2.54289000956985	5.29841259193799	15.3218734057224	3.8362787218759
ZNF619P1	0	0	0	0	0	0	0	0	0	0
ZNF620	1.79396177274111	1.46484187539517	1.00943022663065	1.31001971890576	4.34382622664485	6.20002217505543	1.79171909080318	11.8219868055513	1.27009231897974	0
ZNF621	16.2524250649844	10.3274382470833	10.2480363565079	10.5289374187397	14.143123391957	28.8495496780255	5.6843956059279	26.8466531348297	38.1458018821118	13.2636666470601
ZNF622	82.1649205134419	58.4340613140942	46.6055768812701	81.2902921531186	76.7214976451605	93.011228974118	19.8537589938736	45.5044248394604	85.8495353850972	43.1308299465457
ZNF623	22.555378942645	16.6725694814342	15.0516838907802	6.93507500226767	17.2118988796579	21.9655697461347	2.37128229796685	10.5404748680367	17.1454464999803	8.01334525968335
ZNF624	4.4417549488053	3.62687140167546	6.74809953388842	2.91918590022805	4.79090157110756	8.14780059250854	1.99629098385287	8.78118517286482	3.30191583535269	1.60622044895507
ZNF625	0.768057648967815	0	0.288114874554379	0	1.80338775152859	0	0	1.06555898323606	5.43770851369438	0
ZNF625-ZNF20	0.155412599301081	0	0.174895783976539	0	0	0	0	0	0	0
ZNF626	5.70924725253954	4.0537650436137	3.63151200552075	1.4501257049365	5.09981433831138	5.27931661431201	0.991671297806647	4.82128414272982	12.6533527971626	2.99212902213905
ZNF627	6.08433597562897	7.27039729023869	6.01208273000852	5.20157921450588	9.146478877554	6.15446966366694	2.66783258482358	11.7351288599844	23.9544543718989	11.8059942550262
ZNF628	1.42734661797805	2.33097173918393	1.96323705462615	0	2.51354121481632	6.57730899838326	3.80149933847921	1.9802185591434	2.02107090971692	0
ZNF629	6.41504273731839	15.1830149997806	13.0783691823653	15.4792515758325	12.1972885074361	29.3632153281558	3.34279466735579	16.6388708105611	20.1416012968698	6.05164612187683
ZNF630	8.00011298709058	6.02992036411309	3.46270814956814	0	4.19933996997166	6.87129769890528	0	3.20160472520192	3.26765454481798	1.11268780556694
ZNF630-AS1	0	0	0	0	0	0	0	0	0	0
ZNF638	110.216724159891	62.4162499963204	60.3077509881929	31.7832585962513	67.6242576765328	83.6003952060264	17.1163467689607	104.350035759544	81.6585665746734	33.7738302426007
ZNF639	9.78654948894015	6.50124278002045	4.10670381979579	1.45352825828435	4.74665329049774	6.87921510140334	4.96999070282185	11.0459353874454	13.7399626386064	3.59897965091429
ZNF641	12.3467185554021	7.30234219533348	13.7443443113033	8.18754594674141	10.3423457574683	11.0713636479748	11.5980721202941	19.166104057567	17.2935044727827	5.30949305002419
ZNF644	49.3849082115736	34.9805164520985	36.3252839195859	11.0795210603035	33.1362419914205	48.1659534385915	13.3707390593933	78.3162030344579	48.3382538225378	17.7509116672429
ZNF646	19.3864214084035	13.6906310031143	8.84464284271858	14.3480156242631	9.86117379668006	17.5510529295952	2.35486044719459	20.7168852740709	21.1442792382876	3.78945257511438
ZNF648	0	0	0	0	0	0	0	0	0	0
ZNF649	7.79347426077126	5.30307075354074	8.47814744089486	5.69109393272907	9.72132238073513	14.5032673066007	0.778373141996834	11.3528285882723	16.5529142490825	10.3336343835335
ZNF649-AS1	0	0	1.09921547131369	0	0.860035307238053	0	0	0	0	0
ZNF652	40.2494464736788	38.4738806463397	34.8925426857175	13.5004892529956	35.3828873155121	48.5354062822983	21.157436585015	71.0687928712381	52.0833720406225	33.8918895855026
ZNF652P1	0.432044651532952	0	0.486207607250286	11.3578409395427	0	0	0	0	0	0
ZNF653	4.21918395168145	3.15803880223911	3.95676566919878	6.16202001444884	2.01227409312428	0.560835080180644	0	5.12177138880297	2.98710552856721	0
ZNF654	14.2965886542242	10.5878099044766	8.69921450379601	1.45673268566152	8.70918470076559	9.54606588857741	8.96570545040798	22.1405741937068	15.8887541094589	7.81498013704191
ZNF655	40.4586853663656	34.5202951987989	28.939683313203	13.5678497467291	31.1188230588843	39.3012475762679	24.2045232252414	68.0845387375709	46.0401284415402	20.9356429056488
ZNF658	0.350328173976854	0.762818750721995	1.18274041317688	0	1.74795117265004	1.49015606272239	0	0.486025148455183	1.98420782271334	0
ZNF66	3.28458866812195	0.975272230661726	2.68826085698257	0	2.27859407165816	0.952590524256141	0	3.31407221959655	3.80524755229701	1.43971854039567
ZNF660	3.56017263981606	2.69431494646038	2.34526304151313	0	3.21116821762858	4.15524286720666	3.12209733786662	4.33683978621548	6.27060549101075	0.628011726280376
ZNF662	2.49296293576602	3.3442072506365	2.80549137609217	3.12078375102045	4.07650236623478	7.66901357515909	1.06707703408508	4.81732640453241	9.83341784557693	0.643929529795983
ZNF663P	0.415537434868945	0.339303013385986	0.467630975672758	0	0	0.662823825474331	0	0.864739086689364	0.882578846932468	0
ZNF664	64.2260951382929	45.1594114756093	44.8724375042759	17.9784709341121	42.8057478510258	70.2900621256245	47.5748048521491	63.8575716975668	101.930618003659	59.3536457949994
ZNF665	3.1249770888013	1.33658871553785	1.67463691064498	0.651993763533809	2.03088721610522	2.61100789137645	0.445867209611132	1.85803430651371	5.05697591653767	0
ZNF667	1.47645497431357	1.88700232052892	1.01137804886138	0.562520385541485	0.90435494736133	2.45748892568599	0.769361330364181	2.40458321744791	7.0898831050062	0.928544920150757
ZNF667-AS1	2.74176174877087	1.66958271599067	0.99362936729021	0.814429678984466	1.10476022662716	2.52025552177479	0.55694932789716	3.48140971992047	1.97401776610532	3.02482854226596
ZNF668	3.08079777587272	2.39580493498484	1.32076940677691	6.42776212272436	0.904208326909424	2.80810342870215	0	3.05294396104857	1.24637075037623	0
ZNF669	7.14073799061407	7.46329537322549	2.57149801167929	5.00586322890957	6.03588415625252	3.64486152109319	1.71163467689607	2.37759575148328	14.5598764930314	4.13155593258999
ZNF670	0.673750832566875	0.660173554279239	0.758215103515159	0	1.89834812634103	0	0	2.80416939953354	1.14480801589239	1.94912574375225
ZNF671	9.44712357942849	10.1981113519336	5.58601882633334	12.6280411578665	9.16405118570332	6.12980674838436	0	10.6628303237529	14.2836840454003	3.47415660243269
ZNF672	18.2922000298457	12.0971818549575	16.6724630508637	23.8450902804514	13.577109108491	32.794984977278	1.8118346218948	16.988274375073	28.2557346536776	5.46677408883198
ZNF674	3.37340296754723	3.1267513866145	2.77027816589503	2.39681021922641	3.77303575945013	2.32688241552943	2.73177225556522	4.93304164462193	4.64751820993103	0.659397126110606
ZNF674-AS1	1.54280013327998	3.95924038456867	1.73621212207107	0	3.29903644939367	0.703120207693348	3.96224083428007	7.33848727659688	2.80870571475079	1.59401417508343
ZNF675	10.5024101040436	7.07830592877024	8.16076358680682	3.6520299164484	7.55931107115044	3.72275465603181	1.4984686780785	7.97905014904559	10.6221648696397	2.41134288770175
ZNF676	3.94233899709948	0.195095649014925	0.537765743887304	0	1.68300952392339	0.381116698973623	0.715892830640941	1.49164752469483	3.04484109169858	0
ZNF677	4.11394507084415	2.07480090406181	2.72334513432017	2.12058390955091	3.94192049357313	7.72018165571729	2.53778954019892	4.7841865731066	6.42484922269517	2.62531474535564
ZNF678	7.80282817827998	4.97273971025905	4.21203586265248	4.44716060268803	4.35680477234828	7.69039205964812	2.66104953693545	10.5611656487648	14.0127583073706	2.75282582608912
ZNF679	0	0	0	0	0	0	0	0	0	0
ZNF680	17.7972718126076	10.6292572120025	5.37905963331403	4.45585739670966	12.2676821931387	13.9508860774085	1.21885871614969	14.8145464464837	21.6002483487698	8.82626946217749
ZNF680P1	0.384987371583822	0.628715318200582	0	0	4.06775038440435	0	2.30703652842356	0	1.63538435762436	2.78437057403954
ZNF681	2.61141964994598	3.26957125689442	2.25307871809825	2.28835059102069	2.6059188946111	1.38849196009014	1.56489302459022	5.43440001685805	5.17674537461944	2.51823326043656
ZNF682	3.0742408131929	2.78915684247027	3.58777556290265	0	2.00507526833434	2.17943199469434	2.04693174567398	1.8955665745669	8.7060264111744	0
ZNF683	2.13951998306419	2.32933871989068	16.5866485873135	2.08314611039112	0.627945073002311	0	0	0	0	0
ZNF684	6.74789377868284	3.27617246914002	3.89953866492159	0	5.94148222733338	5.81814399529549	1.09288508876305	3.03620740918213	6.1976900905519	0
ZNF687	7.15428777807254	4.81945485142467	10.0639746662022	16.4566566301439	8.66155103067546	12.267690935558	3.21540480100021	12.6549451288626	20.1337950555913	1.29356115536499
ZNF688	7.10908536439038	7.63796561723995	5.68443118195397	14.7542975089594	7.57730081805435	7.75874425677628	2.2421678202145	3.89318523646783	10.3311065423594	0
ZNF689	3.12531675245137	3.55053456006403	5.19922051136022	0	6.34115893157475	6.50242594764944	2.44284237884734	7.91770233434846	8.65826389242015	0.982758378967825
ZNF69	6.224038848214	4.67010935199974	5.86847664919969	8.84438654959038	5.03588788170384	4.82982096266216	3.0241255148015	1.40024972871413	1.42913719295073	2.43321854447596
ZNF691	8.88874575806105	11.7942794024327	7.50230755863211	2.43408870168	13.207202316358	3.54460992719279	3.32911263286269	1.15610009526938	4.7198027924365	4.01791785192936
ZNF692	15.1138653932162	11.2832717019495	11.3390692421338	13.8747392626178	16.7296458288597	31.2257670654102	0.862569778634313	50.9225458099563	34.2410941195241	2.0820770543467
ZNF695	0.451714416019676	0.245895314812741	0.338895504734092	0	0.397731983139643	0	0.902299430312624	0	1.27922237558582	1.0889883847881
ZNF696	1.14967938104008	1.72105892373424	1.40162541971508	4.19769998019691	1.77150081326571	3.66770751063757	0.574121067297004	0.797499506680823	2.0348802484755	0
ZNF697	14.1918807743196	7.78067605565922	9.01222707893159	7.99466595619005	8.21157210001014	19.4035467245865	4.85970483635665	34.596383420938	20.6693353333588	28.5928256958773
ZNF699	3.34741905212569	4.7832787933239	4.52047889593814	0	5.67371324394704	5.07249520655245	2.00594060979829	10.7973385044424	10.3091164574068	5.44719789277549
ZNF7	4.50415780946426	5.02337188582485	4.82155877189867	6.73866203891673	5.22336128906468	3.67990826648832	0.658321029575411	3.88645459377075	7.46660332975969	1.58905997407307
ZNF70	6.76373995030269	5.19016272262674	6.23606794474963	5.71274305085934	11.2650993564641	22.6175736896078	2.93000287630048	15.9408545124664	13.8465684227676	3.53623087025714
ZNF700	13.1205412961618	13.3570275736545	17.258245920505	2.98632395096142	20.7045920816315	17.3951812275132	4.08440694215633	25.5310372349696	17.3718321519748	12.3237130860623
ZNF701	13.115714061805	5.51507575403085	7.07063749913206	3.44105304584119	7.26091466512115	8.01758179337817	0.470634170289434	4.90311024989956	9.67490751550551	2.84005025223169
ZNF702P	5.72294397725336	1.11594357642248	3.07601030848814	0.748497900108817	2.33148674363628	1.08999030535637	0	2.84406560213678	0.362842413736623	0.617767765181104
ZNF703	9.38029393459436	8.63421799624135	6.52568026787733	26.901231224116	7.50845058641183	13.058189044206	7.15417871585631	23.4246240051142	15.2141049602997	3.70045872128838
ZNF704	11.9455106801408	4.18467687671192	8.18457031402522	3.30210860649019	7.46542508331805	10.6992520197069	3.16141479501326	23.0551379073402	6.88315056756781	7.35850813420378
ZNF705A	0	0	0.175426063365663	0	0	0	0	0	0	0
ZNF705B	0	0	0	0	0	0	0	0	0	0
ZNF705D	0	0	0	0	0	0	0	0	0	0
ZNF705E	0.164307509836326	0.268327368517331	0.369811596682524	0	0.144671831171073	0	0	0.683852351530636	0.697960378079657	0
ZNF705G	0	0	0	0	0	0	0	0	0	0
ZNF706	29.2985648467592	16.2404658889172	14.3766321611977	11.3957362562624	16.4347826410609	13.6663818970247	8.70981963273774	23.2420999539695	24.3714962263308	19.9173073769116
ZNF707	0.446930969540568	2.48157225247718	3.01776082451695	10.1826236377535	3.0694574478809	5.98835712213746	3.21388018990443	6.69650012508805	3.03762240727065	0.646473901258746
ZNF708	17.2606083812892	27.7608703622578	18.9830064203215	2.29170154757016	19.1124701780065	16.2691448935732	13.3210689536004	30.4772042687244	30.5504922946266	1.89144063503542
ZNF709	2.97917356728692	1.62174328786068	1.11755181367976	1.74040547730307	2.01107817146429	1.2672213892475	0	5.7863875532148	2.5310408653382	1.43643208894261
ZNF70P1	0	0	0	0	0	0	0	0	0	0
ZNF71	3.66642754526181	2.69440687906966	3.19770153883458	7.2288883905323	3.55109554087466	9.64972657164624	1.09855321240007	6.48540299796818	3.50428145739896	0.662923885456092
ZNF710	7.00717022963856	12.7352544700498	16.6615496170407	21.7881097373402	9.65271042374316	29.925886409695	2.70906207854054	19.7562812443395	12.0022962697351	1.63478831865071
ZNF711	0.678113248029538	1.66112014826737	3.30687244307678	0	2.78634940066813	0.360552848309578	0	5.17426413542225	0.960183701578809	0.817394159325357
ZNF713	1.745513731039	1.28275389227313	1.96433875892168	0	1.84429793663271	3.06269613925192	1.04599896921426	2.54270656755851	2.96590076709899	3.15604967072846
ZNF714	5.57386766298451	4.87973031159379	7.30729228222318	9.56719034096617	5.91966793519888	7.33268219037241	2.41041014242832	5.73985725007547	10.9842595977198	0.831180730189816
ZNF716	0.108550182122195	0	0	0	0	0	0	0	0	0
ZNF717	8.42995491235046	5.91730613485828	3.6615603225925	0	5.7947802585361	8.96441490739578	0.88625435676104	3.3854625697768	9.10944155585188	5.34811764286622
ZNF718	6.35445448153522	5.27969668256712	1.75640461471885	0.976898205523453	14.8220041152209	8.53557162834361	2.00416124201905	9.74378388987531	7.57699072375377	1.6125528772971
ZNF720	9.39120529376848	8.56214700710428	8.16953601204347	1.00974013786073	7.20358423904831	8.08731498873367	2.76205106785185	14.8672399374535	13.7055072122667	4.16691154570506
ZNF720P1	0	0	0	0	0	0	0	0	0	0
ZNF721	41.8628279044113	34.8330916098958	27.9876773031714	4.6533376494089	29.2230306860817	39.5287798766445	10.6073134906235	36.8359905159382	54.8900508164517	8.96140300871631
ZNF725P	1.38614325700156	0.565920834826382	0.779958036630667	3.03664497341941	0.305122820398794	0	0	0	1.47204633661163	0
ZNF726	0.89926291756501	1.02799803101552	1.51799751444735	0	0.475077541317379	2.00818018295244	0	0.748551373499268	0.381997077651483	0
ZNF727	1.33415062245019	0.653632556572297	1.87675677603982	0	1.05724085539455	2.12810386051089	0	0.555277139412232	5.38395999123064	0
